,runtime,site
192,0.0009868144989013672,dapelogo_2007
193,0.000993967056274414,dielmo_1990
194,0.0010328292846679688,laye_2007
195,0.0009868144989013672,matsari_1970
196,0.0009279251098632812,namawala_1991
197,0.0008730888366699219,ndiop_1993
198,0.0008599758148193359,rafin_marke_1970
199,0.0010411739349365234,sugungum_1970
200,0.0009331703186035156,dapelogo_2007
201,0.0011761188507080078,dielmo_1990
202,0.000982046127319336,laye_2007
203,0.0008893013000488281,matsari_1970
204,0.0008788108825683594,namawala_1991
205,0.0008761882781982422,ndiop_1993
206,0.0010669231414794922,rafin_marke_1970
207,0.00121307373046875,sugungum_1970
208,0.001196146011352539,dapelogo_2007
209,0.0009369850158691406,dielmo_1990
210,0.0009150505065917969,laye_2007
211,0.0009529590606689453,matsari_1970
212,0.0009567737579345703,namawala_1991
213,0.0009143352508544922,ndiop_1993
214,0.001138925552368164,rafin_marke_1970
215,0.0011692047119140625,sugungum_1970
216,0.0011408329010009766,dapelogo_2007
217,0.0011608600616455078,dielmo_1990
218,0.0011949539184570312,laye_2007
219,0.0009071826934814453,matsari_1970
220,0.0009229183197021484,namawala_1991
221,0.0009222030639648438,ndiop_1993
222,0.00090789794921875,rafin_marke_1970
223,0.0010571479797363281,sugungum_1970
224,0.001119852066040039,dapelogo_2007
225,0.0009229183197021484,dielmo_1990
226,0.0009641647338867188,laye_2007
227,0.0010077953338623047,matsari_1970
228,0.0009150505065917969,namawala_1991
229,0.0010120868682861328,ndiop_1993
230,0.001062154769897461,rafin_marke_1970
231,0.0009627342224121094,sugungum_1970
232,0.0009741783142089844,dapelogo_2007
233,0.0009799003601074219,dielmo_1990
234,0.0010879039764404297,laye_2007
235,0.0014331340789794922,matsari_1970
236,0.0015408992767333984,namawala_1991
237,0.0013229846954345703,ndiop_1993
238,0.0009150505065917969,rafin_marke_1970
239,0.0009779930114746094,sugungum_1970
240,0.0010187625885009766,dapelogo_2007
241,0.0009353160858154297,dielmo_1990
242,0.0009090900421142578,laye_2007
243,0.0009541511535644531,matsari_1970
244,0.0009059906005859375,namawala_1991
245,0.0009272098541259766,ndiop_1993
246,0.00138092041015625,rafin_marke_1970
247,0.0009250640869140625,sugungum_1970
248,0.0009038448333740234,dapelogo_2007
249,0.0008711814880371094,dielmo_1990
250,0.0009112358093261719,laye_2007
251,0.0010259151458740234,matsari_1970
252,0.0011570453643798828,namawala_1991
253,0.0013489723205566406,ndiop_1993
254,0.0012202262878417969,rafin_marke_1970
255,0.0010030269622802734,sugungum_1970
256,0.001132965087890625,dapelogo_2007
257,0.0012960433959960938,dielmo_1990
258,0.0011560916900634766,laye_2007
259,0.00115203857421875,matsari_1970
260,0.0011601448059082031,namawala_1991
261,0.0011930465698242188,ndiop_1993
262,0.0012290477752685547,rafin_marke_1970
263,0.0011730194091796875,sugungum_1970
264,0.0009100437164306641,dapelogo_2007
265,0.0008909702301025391,dielmo_1990
266,0.0009222030639648438,laye_2007
267,0.0013036727905273438,matsari_1970
268,0.0010607242584228516,namawala_1991
269,0.0008909702301025391,ndiop_1993
270,0.0009069442749023438,rafin_marke_1970
271,0.0008900165557861328,sugungum_1970
272,0.0008776187896728516,dapelogo_2007
273,0.0010459423065185547,dielmo_1990
274,0.0012557506561279297,laye_2007
275,0.0010209083557128906,matsari_1970
276,0.0010890960693359375,namawala_1991
277,0.0009610652923583984,ndiop_1993
278,0.0009617805480957031,rafin_marke_1970
279,0.0015528202056884766,sugungum_1970
280,0.0009012222290039062,dapelogo_2007
281,0.0009090900421142578,dielmo_1990
282,0.0008990764617919922,laye_2007
283,0.0009200572967529297,matsari_1970
284,0.0009179115295410156,namawala_1991
285,0.001100778579711914,ndiop_1993
286,0.0011229515075683594,rafin_marke_1970
287,0.00148773193359375,sugungum_1970
288,0.0010521411895751953,dapelogo_2007
289,0.0010211467742919922,dielmo_1990
290,0.0018799304962158203,laye_2007
291,0.0028009414672851562,matsari_1970
292,0.0021851062774658203,namawala_1991
293,0.0025060176849365234,ndiop_1993
294,0.0026731491088867188,rafin_marke_1970
295,0.002880096435546875,sugungum_1970
296,0.0018610954284667969,dapelogo_2007
297,0.0022280216217041016,dielmo_1990
298,0.002849102020263672,laye_2007
299,0.0026700496673583984,matsari_1970
300,0.0033218860626220703,namawala_1991
301,0.0023641586303710938,ndiop_1993
302,0.0031180381774902344,rafin_marke_1970
303,0.0014450550079345703,sugungum_1970
304,0.0009338855743408203,dapelogo_2007
305,0.0009081363677978516,dielmo_1990
306,0.0014598369598388672,laye_2007
307,0.001001119613647461,matsari_1970
308,0.0009348392486572266,namawala_1991
309,0.0008940696716308594,ndiop_1993
310,0.0011057853698730469,rafin_marke_1970
311,0.001180887222290039,sugungum_1970
312,0.0010111331939697266,dapelogo_2007
313,0.0009238719940185547,dielmo_1990
314,0.0033140182495117188,laye_2007
315,0.0022461414337158203,matsari_1970
316,0.0026149749755859375,namawala_1991
317,0.0019588470458984375,ndiop_1993
318,0.0010950565338134766,rafin_marke_1970
319,0.0009427070617675781,sugungum_1970
320,0.0009667873382568359,dapelogo_2007
321,0.0009109973907470703,dielmo_1990
322,0.0009050369262695312,laye_2007
323,0.0008440017700195312,matsari_1970
324,0.0009520053863525391,namawala_1991
325,0.00151824951171875,ndiop_1993
326,0.0010790824890136719,rafin_marke_1970
327,0.0009341239929199219,sugungum_1970
328,0.0008988380432128906,dapelogo_2007
329,0.0009157657623291016,dielmo_1990
330,0.0009257793426513672,laye_2007
331,0.0013391971588134766,matsari_1970
332,0.0015020370483398438,namawala_1991
333,0.0009610652923583984,ndiop_1993
334,0.0009069442749023438,rafin_marke_1970
335,0.0009410381317138672,sugungum_1970
336,0.0012061595916748047,dapelogo_2007
337,0.0011060237884521484,dielmo_1990
338,0.0008981227874755859,laye_2007
339,0.0008959770202636719,matsari_1970
340,0.0008802413940429688,namawala_1991
341,0.0008990764617919922,ndiop_1993
342,0.000997781753540039,rafin_marke_1970
343,0.0009629726409912109,sugungum_1970
344,0.0008919239044189453,dapelogo_2007
345,0.0008802413940429688,dielmo_1990
346,0.0008831024169921875,laye_2007
347,0.0008988380432128906,matsari_1970
348,0.0011658668518066406,namawala_1991
349,0.001077890396118164,ndiop_1993
350,0.0009458065032958984,rafin_marke_1970
351,0.0009300708770751953,sugungum_1970
352,0.0008990764617919922,dapelogo_2007
353,0.0008938312530517578,dielmo_1990
354,0.0012118816375732422,laye_2007
355,0.0018439292907714844,matsari_1970
356,0.0020160675048828125,namawala_1991
357,0.002315044403076172,ndiop_1993
358,0.0021779537200927734,rafin_marke_1970
359,0.0009140968322753906,sugungum_1970
360,0.0009708404541015625,dapelogo_2007
361,0.0009212493896484375,dielmo_1990
362,0.0009009838104248047,laye_2007
363,0.0008790493011474609,matsari_1970
364,0.0008959770202636719,namawala_1991
365,0.0008840560913085938,ndiop_1993
366,0.0010921955108642578,rafin_marke_1970
367,0.001146078109741211,sugungum_1970
368,0.0010790824890136719,dapelogo_2007
369,0.0009829998016357422,dielmo_1990
370,0.0009500980377197266,laye_2007
371,0.0009250640869140625,matsari_1970
372,0.0009222030639648438,namawala_1991
373,0.0010647773742675781,ndiop_1993
374,0.0010340213775634766,rafin_marke_1970
375,0.0009970664978027344,sugungum_1970
376,0.003081798553466797,dapelogo_2007
377,0.003408193588256836,dielmo_1990
378,0.0022869110107421875,laye_2007
379,0.0026960372924804688,matsari_1970
380,0.003665924072265625,namawala_1991
381,0.0012149810791015625,ndiop_1993
382,0.0013580322265625,rafin_marke_1970
383,0.0015299320220947266,sugungum_1970
384,0.00160980224609375,dapelogo_2007
385,0.0008969306945800781,dielmo_1990
386,0.0009288787841796875,laye_2007
387,0.0014069080352783203,matsari_1970
388,0.001417398452758789,namawala_1991
389,0.0010669231414794922,ndiop_1993
390,0.0011820793151855469,rafin_marke_1970
391,0.0011317729949951172,sugungum_1970
392,0.0009720325469970703,dapelogo_2007
393,0.0009210109710693359,dielmo_1990
394,0.0012552738189697266,laye_2007
395,0.0009610652923583984,matsari_1970
396,0.0012142658233642578,namawala_1991
397,0.0014710426330566406,ndiop_1993
398,0.000997781753540039,rafin_marke_1970
399,0.0032339096069335938,sugungum_1970
400,0.0030651092529296875,dapelogo_2007
401,0.0020728111267089844,dielmo_1990
402,0.0029900074005126953,laye_2007
403,0.0009567737579345703,matsari_1970
404,0.0011019706726074219,namawala_1991
405,0.0012187957763671875,ndiop_1993
406,0.004489898681640625,rafin_marke_1970
407,0.00214385986328125,sugungum_1970
408,0.002937793731689453,dapelogo_2007
409,0.0012459754943847656,dielmo_1990
410,0.0009958744049072266,laye_2007
411,0.0014116764068603516,matsari_1970
412,0.0014967918395996094,namawala_1991
413,0.0011870861053466797,ndiop_1993
414,0.0011022090911865234,rafin_marke_1970
415,0.0009748935699462891,sugungum_1970
416,0.0009500980377197266,dapelogo_2007
417,0.0013990402221679688,dielmo_1990
418,0.0020122528076171875,laye_2007
419,0.0011591911315917969,matsari_1970
420,0.001085042953491211,namawala_1991
421,0.0013408660888671875,ndiop_1993
422,0.0013778209686279297,rafin_marke_1970
423,0.0013527870178222656,sugungum_1970
424,0.0009510517120361328,dapelogo_2007
425,0.000985860824584961,dielmo_1990
426,0.0011830329895019531,laye_2007
427,0.0012149810791015625,matsari_1970
428,0.0010690689086914062,namawala_1991
429,0.0009779930114746094,ndiop_1993
430,0.0009427070617675781,rafin_marke_1970
431,0.001092672348022461,sugungum_1970
432,0.0013308525085449219,dapelogo_2007
433,0.0009970664978027344,dielmo_1990
434,0.0013968944549560547,laye_2007
435,0.0009100437164306641,matsari_1970
436,0.0012500286102294922,namawala_1991
437,0.0012941360473632812,ndiop_1993
438,0.0017237663269042969,rafin_marke_1970
439,0.0009779930114746094,sugungum_1970
440,0.0009500980377197266,dapelogo_2007
441,0.0011792182922363281,dielmo_1990
442,0.001399993896484375,laye_2007
443,0.0012180805206298828,matsari_1970
444,0.001138925552368164,namawala_1991
445,0.0011358261108398438,ndiop_1993
446,0.0012233257293701172,rafin_marke_1970
447,0.001199960708618164,sugungum_1970
448,0.0009260177612304688,dapelogo_2007
449,0.0009989738464355469,dielmo_1990
450,0.0010671615600585938,laye_2007
451,0.0013742446899414062,matsari_1970
452,0.001180887222290039,namawala_1991
453,0.0009429454803466797,ndiop_1993
454,0.0009019374847412109,rafin_marke_1970
455,0.0009329319000244141,sugungum_1970
456,0.000942230224609375,dapelogo_2007
457,0.0010628700256347656,dielmo_1990
458,0.0009400844573974609,laye_2007
459,0.0008938312530517578,matsari_1970
460,0.0010030269622802734,namawala_1991
461,0.0011289119720458984,ndiop_1993
462,0.0010738372802734375,rafin_marke_1970
463,0.0012068748474121094,sugungum_1970
464,0.0010559558868408203,dapelogo_2007
465,0.0011780261993408203,dielmo_1990
466,0.0015940666198730469,laye_2007
467,0.0013349056243896484,matsari_1970
468,0.001188039779663086,namawala_1991
469,0.0012867450714111328,ndiop_1993
470,0.0008950233459472656,rafin_marke_1970
471,0.0009739398956298828,sugungum_1970
472,0.0009601116180419922,dapelogo_2007
473,0.0010001659393310547,dielmo_1990
474,0.0014488697052001953,laye_2007
475,0.0009930133819580078,matsari_1970
476,0.0008938312530517578,namawala_1991
477,0.0009148120880126953,ndiop_1993
478,0.0008687973022460938,rafin_marke_1970
479,0.0009088516235351562,sugungum_1970
480,0.0009639263153076172,dapelogo_2007
481,0.0009391307830810547,dielmo_1990
482,0.0009601116180419922,laye_2007
483,0.0009241104125976562,matsari_1970
484,0.0009791851043701172,namawala_1991
485,0.0009322166442871094,ndiop_1993
486,0.0013289451599121094,rafin_marke_1970
487,0.0009417533874511719,sugungum_1970
488,0.0009210109710693359,dapelogo_2007
489,0.0008780956268310547,dielmo_1990
490,0.0009319782257080078,laye_2007
491,0.0009868144989013672,matsari_1970
492,0.0009720325469970703,namawala_1991
493,0.000888824462890625,ndiop_1993
494,0.0009131431579589844,rafin_marke_1970
495,0.0009300708770751953,sugungum_1970
496,0.0009360313415527344,dapelogo_2007
497,0.0010170936584472656,dielmo_1990
498,0.0011267662048339844,laye_2007
499,0.0010077953338623047,matsari_1970
500,0.0008928775787353516,namawala_1991
501,0.0009019374847412109,ndiop_1993
502,0.0009109973907470703,rafin_marke_1970
503,0.0009238719940185547,sugungum_1970
504,0.0009348392486572266,dapelogo_2007
505,0.0009212493896484375,dielmo_1990
506,0.0009639263153076172,laye_2007
507,0.0009698867797851562,matsari_1970
508,0.0009431838989257812,namawala_1991
509,0.000904083251953125,ndiop_1993
510,0.0013110637664794922,rafin_marke_1970
511,0.00098419189453125,sugungum_1970
512,0.0010058879852294922,dapelogo_2007
513,0.0009081363677978516,dielmo_1990
514,0.0009491443634033203,laye_2007
515,0.00115203857421875,matsari_1970
516,0.0009086132049560547,namawala_1991
517,0.0009436607360839844,ndiop_1993
518,0.0009050369262695312,rafin_marke_1970
519,0.0009250640869140625,sugungum_1970
520,0.0010330677032470703,dapelogo_2007
521,0.0009212493896484375,dielmo_1990
522,0.0015931129455566406,laye_2007
523,0.0009310245513916016,matsari_1970
524,0.0009419918060302734,namawala_1991
525,0.0009310245513916016,ndiop_1993
526,0.0009369850158691406,rafin_marke_1970
527,0.0010750293731689453,sugungum_1970
528,0.0011119842529296875,dapelogo_2007
529,0.0011289119720458984,dielmo_1990
530,0.0011081695556640625,laye_2007
531,0.00113677978515625,matsari_1970
532,0.0009379386901855469,namawala_1991
533,0.0013828277587890625,ndiop_1993
534,0.0011529922485351562,rafin_marke_1970
535,0.0010080337524414062,sugungum_1970
536,0.0011141300201416016,dapelogo_2007
537,0.0015380382537841797,dielmo_1990
538,0.0010759830474853516,laye_2007
539,0.0011510848999023438,matsari_1970
540,0.0009777545928955078,namawala_1991
541,0.0010061264038085938,ndiop_1993
542,0.000865936279296875,rafin_marke_1970
543,0.0015323162078857422,sugungum_1970
544,0.000993967056274414,dapelogo_2007
545,0.0009021759033203125,dielmo_1990
546,0.0010161399841308594,laye_2007
547,0.0009729862213134766,matsari_1970
548,0.0009169578552246094,namawala_1991
549,0.001161813735961914,ndiop_1993
550,0.00092315673828125,rafin_marke_1970
551,0.0009951591491699219,sugungum_1970
552,0.0009889602661132812,dapelogo_2007
553,0.0016198158264160156,dielmo_1990
554,0.002974271774291992,laye_2007
555,0.002498149871826172,matsari_1970
556,0.0023488998413085938,namawala_1991
557,0.0012040138244628906,ndiop_1993
558,0.0011210441589355469,rafin_marke_1970
559,0.0011599063873291016,sugungum_1970
560,0.0016088485717773438,dapelogo_2007
561,0.0010750293731689453,dielmo_1990
562,0.0010192394256591797,laye_2007
563,0.0011401176452636719,matsari_1970
564,0.0011179447174072266,namawala_1991
565,0.001310110092163086,ndiop_1993
566,0.0009911060333251953,rafin_marke_1970
567,0.001009225845336914,sugungum_1970
568,0.0009949207305908203,dapelogo_2007
569,0.0010540485382080078,dielmo_1990
570,0.0010979175567626953,laye_2007
571,0.0011703968048095703,matsari_1970
572,0.0012087821960449219,namawala_1991
573,0.0009248256683349609,ndiop_1993
574,0.0009500980377197266,rafin_marke_1970
575,0.0010128021240234375,sugungum_1970
576,0.0009860992431640625,dapelogo_2007
577,0.001071929931640625,dielmo_1990
578,0.0009479522705078125,laye_2007
579,0.0010311603546142578,matsari_1970
580,0.0009808540344238281,namawala_1991
581,0.0009522438049316406,ndiop_1993
582,0.0012691020965576172,rafin_marke_1970
583,0.0008797645568847656,sugungum_1970
584,0.0009601116180419922,dapelogo_2007
585,0.0008840560913085938,dielmo_1990
586,0.0008707046508789062,laye_2007
587,0.0010020732879638672,matsari_1970
588,0.0012679100036621094,namawala_1991
589,0.0009751319885253906,ndiop_1993
590,0.0009748935699462891,rafin_marke_1970
591,0.0011582374572753906,sugungum_1970
592,0.001046895980834961,dapelogo_2007
593,0.0012307167053222656,dielmo_1990
594,0.0011601448059082031,laye_2007
595,0.001110076904296875,matsari_1970
596,0.0009319782257080078,namawala_1991
597,0.0010111331939697266,ndiop_1993
598,0.0009129047393798828,rafin_marke_1970
599,0.0009980201721191406,sugungum_1970
600,0.0012259483337402344,dapelogo_2007
601,0.0011448860168457031,dielmo_1990
602,0.0012040138244628906,laye_2007
603,0.0010018348693847656,matsari_1970
604,0.0016608238220214844,namawala_1991
605,0.0010387897491455078,ndiop_1993
606,0.0008909702301025391,rafin_marke_1970
607,0.0010449886322021484,sugungum_1970
608,0.0011119842529296875,dapelogo_2007
609,0.0012960433959960938,dielmo_1990
610,0.0016291141510009766,laye_2007
611,0.0011210441589355469,matsari_1970
612,0.0010638236999511719,namawala_1991
613,0.0009081363677978516,ndiop_1993
614,0.0016019344329833984,rafin_marke_1970
615,0.0012459754943847656,sugungum_1970
616,0.0010690689086914062,dapelogo_2007
617,0.0009181499481201172,dielmo_1990
618,0.0009150505065917969,laye_2007
619,0.0009248256683349609,matsari_1970
620,0.0012810230255126953,namawala_1991
621,0.0009410381317138672,ndiop_1993
622,0.0009286403656005859,rafin_marke_1970
623,0.0009579658508300781,sugungum_1970
624,0.0010039806365966797,dapelogo_2007
625,0.0011069774627685547,dielmo_1990
626,0.0013036727905273438,laye_2007
627,0.001010894775390625,matsari_1970
628,0.0011248588562011719,namawala_1991
629,0.0009882450103759766,ndiop_1993
630,0.003036975860595703,rafin_marke_1970
631,0.001961946487426758,sugungum_1970
632,0.0029098987579345703,dapelogo_2007
633,0.0032949447631835938,dielmo_1990
634,0.001428365707397461,laye_2007
635,0.0012099742889404297,matsari_1970
636,0.0011630058288574219,namawala_1991
637,0.000965118408203125,ndiop_1993
638,0.0012481212615966797,rafin_marke_1970
639,0.00156402587890625,sugungum_1970
640,0.000988006591796875,dapelogo_2007
641,0.0009348392486572266,dielmo_1990
642,0.0009379386901855469,laye_2007
643,0.0009047985076904297,matsari_1970
644,0.0012462139129638672,namawala_1991
645,0.0010149478912353516,ndiop_1993
646,0.0009098052978515625,rafin_marke_1970
647,0.0009219646453857422,sugungum_1970
648,0.0009207725524902344,dapelogo_2007
649,0.001007080078125,dielmo_1990
650,0.0012629032135009766,laye_2007
651,0.0012369155883789062,matsari_1970
652,0.0024843215942382812,namawala_1991
653,0.002566814422607422,ndiop_1993
654,0.002400636672973633,rafin_marke_1970
655,0.0012271404266357422,sugungum_1970
656,0.0015811920166015625,dapelogo_2007
657,0.0009539127349853516,dielmo_1990
658,0.0009918212890625,laye_2007
659,0.0009851455688476562,matsari_1970
660,0.0010018348693847656,namawala_1991
661,0.0011649131774902344,ndiop_1993
662,0.0009479522705078125,rafin_marke_1970
663,0.0009760856628417969,sugungum_1970
664,0.0009338855743408203,dapelogo_2007
665,0.0008890628814697266,dielmo_1990
666,0.0009951591491699219,laye_2007
667,0.001146078109741211,matsari_1970
668,0.0011370182037353516,namawala_1991
669,0.0008871555328369141,ndiop_1993
670,0.0009529590606689453,rafin_marke_1970
671,0.0009348392486572266,sugungum_1970
672,0.0012471675872802734,dapelogo_2007
673,0.0013048648834228516,dielmo_1990
674,0.0010139942169189453,laye_2007
675,0.000993967056274414,matsari_1970
676,0.001043081283569336,namawala_1991
677,0.0011882781982421875,ndiop_1993
678,0.0012629032135009766,rafin_marke_1970
679,0.0012950897216796875,sugungum_1970
680,0.0029261112213134766,dapelogo_2007
681,0.003493070602416992,dielmo_1990
682,0.0029838085174560547,laye_2007
683,0.003381013870239258,matsari_1970
684,0.0012629032135009766,namawala_1991
685,0.0009791851043701172,ndiop_1993
686,0.0009658336639404297,rafin_marke_1970
687,0.0018355846405029297,sugungum_1970
688,0.00162506103515625,dapelogo_2007
689,0.0011239051818847656,dielmo_1990
690,0.001251220703125,laye_2007
691,0.0014920234680175781,matsari_1970
692,0.0013709068298339844,namawala_1991
693,0.0013241767883300781,ndiop_1993
694,0.0012660026550292969,rafin_marke_1970
695,0.0013980865478515625,sugungum_1970
696,0.0010180473327636719,dapelogo_2007
697,0.0010790824890136719,dielmo_1990
698,0.000904083251953125,laye_2007
699,0.0009670257568359375,matsari_1970
700,0.0009291172027587891,namawala_1991
701,0.0012669563293457031,ndiop_1993
702,0.0011532306671142578,rafin_marke_1970
703,0.0011818408966064453,sugungum_1970
704,0.0009410381317138672,dapelogo_2007
705,0.0011141300201416016,dielmo_1990
706,0.0014772415161132812,laye_2007
707,0.0010418891906738281,matsari_1970
708,0.000985860824584961,namawala_1991
