,frac,rep,loss
101,0.3,11.0,0.06864420203864574
102,0.4,11.0,0.047889439107477665
103,0.5,11.0,0.031502553023397925
104,0.6,11.0,0.02927721201876799
105,0.7,11.0,0.014752829847857356
106,0.8,11.0,0.02567643719911575
107,0.9,11.0,0.03349659591913223
108,0.1,12.0,0.07241055470425635
109,0.2,12.0,0.031854461436292954
110,0.3,12.0,0.06362394667292634
111,0.4,12.0,0.028705076314508915
112,0.5,12.0,0.036848404705524446
113,0.6,12.0,0.027107148261119922
114,0.7,12.0,0.03746541419066489
115,0.8,12.0,0.029197323985397816
116,0.9,12.0,0.01703435182571411
117,0.1,13.0,0.061449840773828326
118,0.2,13.0,0.06989535801006215
119,0.3,13.0,0.04529914821808537
120,0.4,13.0,0.02041385927759111
121,0.5,13.0,0.03310236049816012
122,0.6,13.0,0.020411079151555895
123,0.7,13.0,0.036422824498265984
124,0.8,13.0,0.04790336767211557
125,0.9,13.0,0.01970585808157921
126,0.1,14.0,0.15320969081297517
127,0.2,14.0,0.06314146570435591
128,0.3,14.0,0.04035186597332358
129,0.4,14.0,0.042181220120936634
130,0.5,14.0,0.030584411391988395
131,0.6,14.0,0.03905171101167798
132,0.7,14.0,0.039105083370581266
133,0.8,14.0,0.028484182506799696
134,0.9,14.0,0.04345405474305153
135,0.1,15.0,0.05500504224561155
136,0.2,15.0,0.05013373356578606
137,0.3,15.0,0.15568368573486804
138,0.4,15.0,0.05702108369767666
139,0.5,15.0,0.038025350633077326
140,0.6,15.0,0.042856443785130975
141,0.7,15.0,0.014471799202263356
142,0.8,15.0,0.04253055394813418
143,0.9,15.0,0.021518219262361526
144,0.1,16.0,0.15204741697758437
145,0.2,16.0,0.06685601332570826
146,0.3,16.0,0.06098158671582739
147,0.4,16.0,0.04688854484856129
148,0.5,16.0,0.0480694825835526
149,0.6,16.0,0.028373719873527686
150,0.7,16.0,0.03210987903550267
151,0.8,16.0,0.06484207766503096
152,0.9,16.0,0.13445153832435608
153,0.1,17.0,0.05236577414162457
154,0.2,17.0,0.029328713575644153
155,0.3,17.0,0.024784619869974753
156,0.4,17.0,0.033480025321245194
157,0.5,17.0,0.016358133105561137
158,0.6,17.0,0.047783115174621346
159,0.7,17.0,0.030121252436190845
160,0.8,17.0,0.0315465326346457
161,0.9,17.0,0.008751081302762032
162,0.1,18.0,0.1577465549800545
163,0.2,18.0,0.042319140156464916
164,0.3,18.0,0.03929616068179409
165,0.4,18.0,0.044158018063008786
166,0.5,18.0,0.04006287143845111
167,0.6,18.0,0.03778279926131169
168,0.7,18.0,0.026208516446873546
169,0.8,18.0,0.030196284983307124
170,0.9,18.0,0.012608634307980537
171,0.1,19.0,0.1628027921207249
172,0.2,19.0,0.07065204636326858
173,0.3,19.0,0.07009933484966556
174,0.4,19.0,0.044011807154119016
175,0.5,19.0,0.03872197876218706
176,0.6,19.0,0.013660445855309566
177,0.7,19.0,0.015705907179042695
178,0.8,19.0,0.02504341011866927
179,0.9,19.0,0.03847542405128479
180,0.1,20.0,0.16075909955985845
181,0.2,20.0,0.05697297333287341
182,0.3,20.0,0.06454541049649318
183,0.4,20.0,0.03790662354081869
184,0.5,20.0,0.03963351844064891
185,0.6,20.0,0.03678218971068661
186,0.7,20.0,0.042139107352122666
187,0.8,20.0,0.02732537016272545
188,0.9,20.0,0.056371696293354034
189,0.1,21.0,0.08061263556778431
190,0.2,21.0,0.046013279371495755
191,0.3,21.0,0.05156498429924249
192,0.4,21.0,0.03810999199971557
193,0.5,21.0,0.03251433838531375
194,0.6,21.0,0.04518928844854236
195,0.7,21.0,0.029148856937885284
196,0.8,21.0,0.032475258350372314
197,0.9,21.0,0.01244458556175232
198,0.1,22.0,0.05432074376009405
199,0.2,22.0,0.052556070757231545
200,0.3,22.0,0.04671761110673348
201,0.4,22.0,0.04128651610761881
202,0.5,22.0,0.036092162943445145
203,0.6,22.0,0.06025770058234533
204,0.7,22.0,0.030485438162460923
205,0.8,22.0,0.035499700352549554
206,0.9,22.0,0.025384806096553802
207,0.1,23.0,0.060289657704532144
208,0.2,23.0,0.042539874435003316
209,0.3,23.0,0.06776321280375124
210,0.4,23.0,0.023015959048271178
211,0.5,23.0,0.05396331486105919
212,0.6,23.0,0.026437613492210705
213,0.7,23.0,0.015682010124437512
214,0.8,23.0,0.0282254817225039
215,0.9,23.0,0.007270039990544319
216,0.1,24.0,0.07575395681709052
217,0.2,24.0,0.057990028286618846
218,0.3,24.0,0.051952182934929925
219,0.4,24.0,0.04154459485039115
220,0.5,24.0,0.033861793788149956
221,0.6,24.0,0.04326227673143149
222,0.7,24.0,0.02731347115524113
223,0.8,24.0,0.036823517691344024
224,0.9,24.0,0.06459867209196091
225,0.1,25.0,0.048985778409056366
226,0.2,25.0,0.03241931955409901
227,0.3,25.0,0.042009202303985756
228,0.4,25.0,0.05019741446971893
229,0.5,25.0,0.035623611739836636
230,0.6,25.0,0.06226445443183184
231,0.7,25.0,0.03476715422421694
232,0.8,25.0,0.03635219568386674
233,0.9,25.0,0.03263962268829346
234,0.1,26.0,0.05241810085065663
235,0.2,26.0,0.07206392500762429
236,0.3,26.0,0.07165036284054319
237,0.4,26.0,0.04457293817996979
238,0.5,26.0,0.07247801284864545
239,0.6,26.0,0.045208096430947385
240,0.7,26.0,0.024442088249139488
241,0.8,26.0,0.014095303900539875
242,0.9,26.0,0.01570935733616352
243,0.1,27.0,0.08443912460375577
244,0.2,27.0,0.056865406088531016
245,0.3,27.0,0.04907675197720528
246,0.4,27.0,0.018980599327385425
247,0.5,27.0,0.04557959267590195
248,0.6,27.0,0.037911176378528276
249,0.7,27.0,0.025126591188833116
250,0.8,27.0,0.03473918779939413
251,0.9,27.0,0.024377252906560898
252,0.1,28.0,0.06741344087198377
253,0.2,28.0,0.04908992063892739
254,0.3,28.0,0.0480971291611592
255,0.4,28.0,0.03832720635905862
256,0.5,28.0,0.04186308850813657
257,0.6,28.0,0.04468672704945008
258,0.7,28.0,0.03498721721768379
259,0.8,28.0,0.03504784933850169
260,0.9,28.0,0.031138820573687553
261,0.1,29.0,0.07228568211197853
262,0.2,29.0,0.06663274985764708
263,0.3,29.0,0.025075045683110753
264,0.4,29.0,0.036257377223670485
265,0.5,29.0,0.045274572550319137
266,0.6,29.0,0.01838608270821472
267,0.7,29.0,0.03936434368416667
268,0.8,29.0,0.03335919719934464
269,0.9,29.0,0.012319174595177174
270,0.1,30.0,0.07287715423852205
271,0.2,30.0,0.06104366140919072
272,0.3,30.0,0.04438321843494972
273,0.4,30.0,0.05123453405424953
274,0.5,30.0,0.04698842132743448
275,0.6,30.0,0.03144949273020029
276,0.7,30.0,0.03418104439228773
277,0.8,30.0,0.03695064680278301
278,0.9,30.0,0.011786693707108498
279,0.1,31.0,0.07200925725046545
280,0.2,31.0,0.0590257229794349
281,0.3,31.0,0.044483841676265
282,0.4,31.0,0.05210354208350182
283,0.5,31.0,0.03353543767426163
284,0.6,31.0,0.03824006904537479
285,0.7,31.0,0.04236060892604292
286,0.8,31.0,0.03418380095437169
287,0.9,31.0,0.015074098482728004
288,0.1,32.0,0.07686912085860968
289,0.2,32.0,0.059414105241852144
290,0.3,32.0,0.044442271414523324
291,0.4,32.0,0.043317708682268856
292,0.5,32.0,0.037386723614297804
293,0.6,32.0,0.03543029959127307
294,0.7,32.0,0.026659858206287027
295,0.8,32.0,0.021553000397980214
296,0.9,32.0,0.04464335739612579
297,0.1,33.0,0.15773039803653954
298,0.2,33.0,0.15326117510454995
299,0.3,33.0,0.030669050418461363
300,0.4,33.0,0.02345171739347279
301,0.5,33.0,0.033065711400471626
302,0.6,33.0,0.038427838911612826
303,0.7,33.0,0.032210055734962224
304,0.8,33.0,0.016406921874731778
305,0.9,33.0,0.002399005927145481
306,0.1,34.0,0.07238429769314826
307,0.2,34.0,0.16543941515471253
308,0.3,34.0,0.025433093218443295
309,0.4,34.0,0.024325040059909226
310,0.5,34.0,0.04625599661748856
311,0.6,34.0,0.03860777883604169
312,0.7,34.0,0.03302965135499835
313,0.8,34.0,0.028305914632976055
314,0.9,34.0,0.022852886468172073
315,0.1,35.0,0.07144032454025
316,0.2,35.0,0.05894136825203895
317,0.3,35.0,0.045233478328213096
318,0.4,35.0,0.05773747167140245
319,0.5,35.0,0.01976005653757602
320,0.6,35.0,0.03941759894664089
321,0.7,35.0,0.038192596070468425
322,0.8,35.0,0.03710895877331495
323,0.9,35.0,0.05841249227523804
324,0.1,36.0,0.1519932367093861
325,0.2,36.0,0.033893069539751325
326,0.3,36.0,0.05668920800710718
327,0.4,36.0,0.023176772755756973
328,0.5,36.0,0.04526809948589653
329,0.6,36.0,0.03593690367043018
330,0.7,36.0,0.04010500987060368
331,0.8,36.0,0.027127724044024946
332,0.9,36.0,0.008226044476032257
333,0.1,37.0,0.07441822361387312
334,0.2,37.0,0.052896260625549724
335,0.3,37.0,0.02382875963828216
336,0.4,37.0,0.03966511344015598
337,0.5,37.0,0.017713264433667063
338,0.6,37.0,0.027541428678979477
339,0.7,37.0,0.01321931693609804
340,0.8,37.0,0.031613112837076185
341,0.9,37.0,0.029952172189950943
342,0.1,38.0,0.07190562535449863
343,0.2,38.0,0.04915622229767697
344,0.3,38.0,0.051297225553542374
345,0.4,38.0,0.044065920228511093
346,0.5,38.0,0.03243543455936015
347,0.6,38.0,0.0433813444301486
348,0.7,38.0,0.02858603303320706
349,0.8,38.0,0.02553338249772787
350,0.9,38.0,0.022293459624052048
351,0.1,39.0,0.08851107908133417
352,0.2,39.0,0.16006063705682755
353,0.3,39.0,0.023545002127066256
354,0.4,39.0,0.04061410924047232
355,0.5,39.0,0.041648292233236135
356,0.6,39.0,0.044977361497779686
357,0.7,39.0,0.016138472270220517
358,0.8,39.0,0.021070168873295186
359,0.9,39.0,0.012496335431933403
360,0.1,40.0,0.04828208923479542
361,0.2,40.0,0.051756008958177904
362,0.3,40.0,0.04415611486509442
363,0.4,40.0,0.04051354859992862
364,0.5,40.0,0.03580569388438016
365,0.6,40.0,0.039508046502868335
366,0.7,40.0,0.018746228659525514
367,0.8,40.0,0.037478355150669815
368,0.9,40.0,0.003446230897679925
369,0.1,41.0,0.0708883608020842
370,0.2,41.0,0.0594146981303181
371,0.3,41.0,0.0628405476026237
372,0.4,41.0,0.024021619945392012
373,0.5,41.0,0.04747081198915839
374,0.6,41.0,0.043621306935946146
375,0.7,41.0,0.011835474046412855
376,0.8,41.0,0.0418347931727767
377,0.9,41.0,0.026081647723913193
378,0.1,42.0,0.07040965407993645
379,0.2,42.0,0.06920784779425178
380,0.3,42.0,0.04542953122531374
381,0.4,42.0,0.019180191872268916
382,0.5,42.0,0.04269413779303431
383,0.6,42.0,0.03759264904881517
384,0.7,42.0,0.03290377763286233
385,0.8,42.0,0.029531353298574686
386,0.9,42.0,0.024422690272331238
387,0.1,43.0,0.05029815284721553
388,0.2,43.0,0.05631362032251699
389,0.3,43.0,0.023793181473078826
390,0.4,43.0,0.04470202359855175
391,0.5,43.0,0.04439188847597689
392,0.6,43.0,0.03370095813150207
393,0.7,43.0,0.035918407153338196
394,0.8,43.0,0.027420620899647474
395,0.9,43.0,0.007396071217954159
396,0.1,44.0,0.048079383715055886
397,0.2,44.0,0.0681698201937335
398,0.3,44.0,0.04412107143426935
399,0.4,44.0,0.0395838844768703
400,0.5,44.0,0.04449194982275367
401,0.6,44.0,0.04686686506246527
402,0.7,44.0,0.014701688551343977
403,0.8,44.0,0.04457231278344989
404,0.9,44.0,0.027665134519338608
405,0.1,45.0,0.15736875486560165
406,0.2,45.0,0.0314410814477929
407,0.3,45.0,0.05137295376136899
408,0.4,45.0,0.021157341862097383
409,0.5,45.0,0.06900959086604416
410,0.6,45.0,0.03897557883212964
411,0.7,45.0,0.036029919965192676
412,0.8,45.0,0.026603761304169894
413,0.9,45.0,0.012509876862168312
414,0.1,46.0,0.07117774024512619
415,0.2,46.0,0.0685446727360998
416,0.3,46.0,0.04043465872916083
417,0.4,46.0,0.023718611465394498
418,0.5,46.0,0.03151339269429445
419,0.6,46.0,0.03706018659348289
420,0.7,46.0,0.024273337380960585
421,0.8,46.0,0.0390990245193243
422,0.9,46.0,0.03578997403383255
423,0.1,47.0,0.06594050849974155
424,0.2,47.0,0.036657409133655686
425,0.3,47.0,0.04390799382266899
426,0.4,47.0,0.04512881207242608
427,0.5,47.0,0.05452998043037951
428,0.6,47.0,0.044914241688946886
429,0.7,47.0,0.02902678355947137
430,0.8,47.0,0.047044853426516056
431,0.9,47.0,0.007605031132698059
432,0.1,48.0,0.07031126141734421
433,0.2,48.0,0.06888371367433241
434,0.3,48.0,0.04032730240871509
435,0.4,48.0,0.04256359881013632
436,0.5,48.0,0.040035150236450136
437,0.6,48.0,0.042488633789122106
438,0.7,48.0,0.03969514941237867
439,0.8,48.0,0.0337822749838233
440,0.9,48.0,0.014059747569262981
441,0.1,49.0,0.07269874820765108
442,0.2,49.0,0.029659463277884893
443,0.3,49.0,0.043325204761077964
444,0.4,49.0,0.03414271738752723
445,0.5,49.0,0.0600688376352191
446,0.6,49.0,0.04373695388933023
447,0.7,49.0,0.03235768806934357
448,0.8,49.0,0.03293735477700829
449,0.9,49.0,0.009090883657336235
