,Falciparum_MSP_Variants_init,Falciparum_Nonspecific_Types_init,MSP1_Merozoite_Kill_Fraction_init,Max_Individual_Infections_init,Falciparum_PfEMP1_Variants_init,Antigen_Switch_Rate_init,Nonspecific_Antigenicity_Factor_init,Falciparum_MSP_Variants_optim,Falciparum_Nonspecific_Types_optim,MSP1_Merozoite_Kill_Fraction_optim,Max_Individual_Infections_optim,Falciparum_PfEMP1_Variants_optim,Antigen_Switch_Rate_optim,Nonspecific_Antigenicity_Factor_optim,loss,lr,stop_epoch,optimizer
8,358,92,0.28,11,1945,0.00000023,0.015,358.0,92.0,0.5576100945472717,11.0,1945.0,0.08706554025411606,0.3297092616558075,0.30519142746925354,0.01,167,adamW
36,75,267,0.83,10,1413,0.000030,0.99,75.0,267.0,0.6070079207420349,10.0,1413.0,9.999999717180685e-10,0.2880299389362335,0.30644747614860535,0.01,176,adamW
55,16,322,0.82,8,1744,0.000011,0.0000090,16.0,322.0,0.5025486946105957,8.0,1744.0,0.01799531653523445,0.0190433356910944,0.3075012266635895,0.01,146,adamW
111,36,395,0.29,11,2987,0.005,0.00000071,36.0,395.0,0.1997976154088974,11.0,2987.0,0.1550254076719284,0.3927268087863922,0.309215247631073,0.01,140,adamW
154,194,269,0.036,7,2405,0.16,0.000000063,194.0,269.0,0.009999999776482582,7.0,2405.0,0.2439279705286026,0.30948176980018616,0.30997252464294434,0.01,139,adamW
138,122,146,0.92,11,4240,0.00000015,0.0000000012,122.0,146.0,0.6235617995262146,11.0,4240.0,0.16594724357128143,0.3401351869106293,0.3113670349121094,0.01,177,adamW
31,3,89,0.69,7,5385,0.000000069,0.000021,3.0,89.0,0.7189608812332153,7.0,5285.0,0.0406029149889946,0.023278845474123955,0.3117665648460388,0.01,130,adamW
180,7,289,0.056,9,4403,0.0000000035,0.024,7.0,289.0,0.30499348044395447,9.0,4403.0,0.19430288672447205,0.3130291998386383,0.31183475255966187,0.01,154,adamW
175,2,361,0.38,10,5703,0.44,0.00000011,2.0,361.0,0.6778072714805603,10.0,5603.0,0.4794178605079651,0.15318311750888824,0.3126652240753174,0.01,131,adamW
42,452,155,0.14,6,3310,0.000005,0.19,452.0,155.0,0.336424320936203,6.0,3310.0,0.03514311462640762,0.4995556175708771,0.31334811449050903,0.01,154,adamW
59,245,481,0.97,8,1293,0.0000012,0.00000062,245.0,481.0,0.9724671244621277,8.0,1293.0,0.07654517889022827,0.0013291494688019156,0.3144824504852295,0.01,144,adamW
108,395,207,0.91,8,1627,0.00000017,0.15,395.0,207.0,1.0,8.0,1627.0,0.12306436151266098,0.1812174916267395,0.3157574534416199,0.01,138,adamW
65,462,127,0.89,10,6861,0.00000010,0.00037,462.0,127.0,0.49573251605033875,10.0,6761.0,0.07587917894124985,0.6360116004943848,0.31637534499168396,0.01,201,adamW
137,324,184,0.39,11,1594,0.087,0.00000023,324.0,184.0,0.5183126330375671,11.0,1594.0,0.10026954859495163,0.27618423104286194,0.31699228286743164,0.01,134,adamW
127,481,243,0.58,8,7388,0.37,0.10,481.0,243.0,1.0,8.0,7288.0,0.8274210691452026,0.8515660762786865,0.3175692558288574,0.01,191,adamW
46,264,73,0.87,8,2518,0.34,0.00017,264.0,73.0,0.9736780524253845,8.0,2518.0,0.37043988704681396,0.2115931510925293,0.31910234689712524,0.01,135,adamW
48,438,385,0.96,9,854,0.00012,0.041,438.0,385.0,0.9542815685272217,9.0,854.0,0.07911978662014008,0.15334835648536682,0.31924641132354736,0.01,121,adamW
79,90,217,0.47,11,1986,0.0000075,0.000000036,90.0,217.0,0.41569817066192627,11.0,1986.0,0.05415088310837746,0.31388938426971436,0.31946462392807007,0.01,116,adamW
54,473,119,0.78,9,9253,0.000077,0.64,473.0,119.0,0.499348521232605,9.0,9153.0,0.07038683444261551,0.7626463174819946,0.3198036849498749,0.01,120,adamW
52,291,1,0.75,11,1767,0.00010,0.077,291.0,1.0,0.6849216222763062,11.0,1767.0,0.06751208007335663,0.239840567111969,0.32003355026245117,0.01,139,adamW
75,168,138,0.60,9,2212,0.0000000046,0.000014,168.0,138.0,0.6474857926368713,9.0,2212.0,0.07407811284065247,0.2997676730155945,0.320692777633667,0.01,148,adamW
166,142,38,0.26,10,1457,0.92,0.016,142.0,38.0,0.3024749755859375,10.0,1457.0,0.7208855748176575,9.999999717180685e-10,0.3211123049259186,0.01,104,adamW
96,346,106,0.90,7,8530,0.00000012,0.0000023,346.0,106.0,0.9894750714302063,7.0,8430.0,0.05888926610350609,0.7529420256614685,0.32126033306121826,0.01,199,adamW
53,376,164,0.61,6,2392,0.0000072,0.00092,376.0,164.0,0.8165594339370728,6.0,2392.0,0.17795686423778534,0.23932301998138428,0.32178616523742676,0.01,143,adamW
172,113,403,0.033,6,1126,0.0000000028,0.085,113.0,403.0,0.5528642535209656,6.0,1126.0,0.030504388734698296,0.11947418749332428,0.3223702013492584,0.01,107,adamW
119,336,144,0.56,8,1862,0.00073,0.0000070,336.0,144.0,0.947176456451416,8.0,1862.0,0.08899983018636703,0.20988157391548157,0.32400253415107727,0.01,137,adamW
2,486,406,0.62,10,3847,0.014,0.0011,486.0,406.0,0.9226399660110474,10.0,3847.0,0.2829548418521881,0.5870891809463501,0.3245605230331421,0.01,261,adamW
39,231,411,0.48,9,1234,0.00000011,0.16,231.0,411.0,0.5903330445289612,9.0,1234.0,0.018148384988307953,0.3551291525363922,0.3247159421443939,0.01,115,adamW
68,403,436,0.55,10,5629,0.51,0.37,403.0,436.0,0.9622683525085449,10.0,5529.0,0.9900000095367432,0.7053454518318176,0.324722558259964,0.01,128,adamW
88,82,60,0.14,9,7198,0.61,0.000017,82.0,60.0,0.7037574052810669,9.0,7098.0,0.8528671860694885,0.5011755228042603,0.3250146508216858,0.01,182,adamW
142,241,124,0.52,9,6700,0.000000028,0.067,241.0,124.0,0.8746405243873596,9.0,6600.0,0.07887020707130432,0.6440401673316956,0.3264959454536438,0.01,174,adamW
194,235,44,0.23,11,7981,0.000016,0.000000024,235.0,44.0,0.5484707951545715,11.0,7881.0,0.11084404587745667,0.6232576966285706,0.3265298008918762,0.01,211,adamW
118,357,33,0.50,7,2738,0.000093,0.00000059,357.0,33.0,0.8196266293525696,7.0,2738.0,0.17584523558616638,0.266592413187027,0.329211950302124,0.01,170,adamW
174,489,282,0.94,8,2140,0.028,0.0000039,489.0,282.0,1.0,8.0,2140.0,0.2653670608997345,0.21121537685394287,0.33060717582702637,0.01,129,adamW
158,381,238,0.21,11,2041,0.0000015,0.00000042,381.0,238.0,0.3651265799999237,11.0,2041.0,0.08177128434181213,0.3878018856048584,0.33073890209198,0.01,150,adamW
157,427,122,0.69,11,5260,0.26,0.046,427.0,122.0,0.650712251663208,11.0,5160.0,0.5841288566589355,0.5998293161392212,0.33197349309921265,0.01,190,adamW
168,459,237,0.89,10,1340,0.0000000024,0.0000000017,459.0,237.0,0.8461530208587646,10.0,1340.0,0.09667079150676727,0.07880012691020966,0.33198145031929016,0.01,137,adamW
92,330,113,0.54,7,8124,0.0000022,0.019,330.0,113.0,0.9850091934204102,7.0,8024.0,0.07974155992269516,0.7509109377861023,0.332293838262558,0.01,201,adamW
167,12,328,0.71,8,6987,0.000000018,0.0047,12.0,328.0,0.7898437976837158,8.0,6887.0,0.05562852695584297,9.999999717180685e-10,0.3327237665653229,0.01,111,adamW
145,64,6,0.99,8,8248,0.00063,0.000000047,64.0,6.0,0.9764382839202881,8.0,8148.0,0.11323249340057373,0.17149260640144348,0.3331746757030487,0.01,128,adamW
192,493,179,0.43,11,3132,0.0000002,0.0000000010,493.0,179.0,0.6229234933853149,11.0,3132.0,0.07437967509031296,0.4614231288433075,0.33352237939834595,0.01,201,adamW
73,73,97,0.94,11,3783,0.024,0.0000000039,73.0,97.0,0.9191360473632812,11.0,3783.0,0.16331994533538818,0.06578605622053146,0.3335622549057007,0.01,114,adamW
143,414,142,0.64,9,8668,0.0000000084,0.0029,414.0,142.0,0.7145505547523499,9.0,8568.0,0.09693185240030289,0.8007238507270813,0.33372217416763306,0.01,201,adamW
98,447,196,0.95,6,2923,0.00000059,0.0000021,447.0,196.0,0.878675103187561,6.0,2923.0,0.20260505378246307,0.3686707019805908,0.3341274857521057,0.01,153,adamW
150,335,259,0.022,9,4093,0.000000023,0.4,335.0,259.0,0.009999999776482582,9.0,4093.0,0.07061635702848434,0.6810788512229919,0.3349616229534149,0.01,106,adamW
91,415,348,0.15,7,9063,0.13,0.0027,415.0,348.0,1.0,7.0,8963.0,0.7974803447723389,0.9548938870429993,0.335149884223938,0.01,236,adamW
78,320,14,0.86,10,9428,0.70,0.31,320.0,14.0,0.9494159817695618,10.0,9328.0,0.7824265956878662,0.8515837788581848,0.33630722761154175,0.01,187,adamW
176,218,372,0.46,11,4295,0.00000036,0.0024,218.0,372.0,0.4735789895057678,11.0,4295.0,0.16058705747127533,0.5200316905975342,0.3367592692375183,0.01,193,adamW
128,349,477,0.34,9,2674,0.0000065,0.000000030,349.0,477.0,0.009999999776482582,9.0,2674.0,0.16591158509254456,0.42086517810821533,0.3369069993495941,0.01,225,adamW
43,398,204,0.25,9,4007,0.00086,0.0000000013,398.0,204.0,0.5308497548103333,9.0,4007.0,0.1867859959602356,0.5065175294876099,0.3375747799873352,0.01,195,adamW
28,118,399,0.010,10,4984,0.00005,0.00061,118.0,399.0,0.40886810421943665,10.0,4938.0,0.22690504789352417,0.526493489742279,0.3375973105430603,0.01,147,adamW
29,25,374,0.74,8,5943,0.00025,0.13,25.0,374.0,0.8224031925201416,8.0,5843.0,0.057050783187150955,0.01858614943921566,0.3383229374885559,0.01,118,adamW
14,337,210,0.51,6,2815,0.000035,0.00010,337.0,210.0,0.715071976184845,6.0,2815.0,0.1601739376783371,0.32987236976623535,0.34025755524635315,0.01,173,adamW
117,270,306,0.18,7,3585,0.21,0.0000000023,270.0,306.0,0.5028490424156189,7.0,3585.0,0.6975564360618591,0.44862741231918335,0.3403984010219574,0.01,177,adamW
83,295,304,0.74,10,2254,0.0021,0.000000061,295.0,304.0,0.9377932548522949,10.0,2254.0,0.07417328655719757,0.2506154477596283,0.3404747247695923,0.01,138,adamW
66,237,76,0.61,10,8815,0.0000036,0.0011,237.0,76.0,0.7900612354278564,10.0,8715.0,0.19047555327415466,0.6918507814407349,0.3405475914478302,0.01,201,adamW
184,179,109,0.68,6,4167,0.00014,0.012,179.0,109.0,0.5153274536132812,6.0,4167.0,0.15338076651096344,0.39749154448509216,0.34210890531539917,0.01,189,adamW
114,460,368,0.96,9,4884,0.0000000017,0.59,460.0,368.0,0.8765139579772949,9.0,4884.0,0.14871299266815186,0.788783609867096,0.3426790237426758,0.01,147,adamW
149,327,247,0.44,8,3040,0.0065,0.0018,327.0,247.0,0.749327540397644,8.0,3040.0,0.1471164971590042,0.4223536550998688,0.3427060842514038,0.01,185,adamW
183,306,378,0.98,11,1804,0.00016,0.0000047,306.0,378.0,0.8617609143257141,11.0,1804.0,0.1615850031375885,0.050507012754678726,0.3428225517272949,0.01,115,adamW
125,189,486,0.83,11,3670,0.000000015,0.000000053,189.0,486.0,0.633861780166626,11.0,3670.0,0.15596075356006622,0.41423285007476807,0.3429402709007263,0.01,177,adamW
27,248,489,0.73,10,1044,0.000013,0.000087,248.0,489.0,0.826762855052948,10.0,1044.0,0.03220460191369057,0.18371841311454773,0.3430427312850952,0.01,123,adamW
47,69,160,0.47,10,9915,0.000042,0.000000017,69.0,160.0,0.8594376444816589,10.0,9815.0,0.145046666264534,0.24659807980060577,0.3455853760242462,0.01,146,adamW
87,229,248,1.,9,5052,0.0017,0.22,229.0,248.0,0.7657495737075806,9.0,4990.0,0.226893812417984,0.5108066201210022,0.34663307666778564,0.01,182,adamW
24,310,115,0.93,7,3424,0.0000028,0.000042,310.0,115.0,0.7080329656600952,7.0,3424.0,0.1909283995628357,0.41845887899398804,0.34666141867637634,0.01,158,adamW
58,378,464,0.13,10,5400,0.039,0.00000013,378.0,464.0,0.7907996773719788,10.0,5300.0,0.3015538454055786,0.6811056137084961,0.34704458713531494,0.01,192,adamW
4,271,413,0.82,11,3452,0.024,0.00013,271.0,413.0,0.7383142113685608,11.0,3452.0,0.2376251071691513,0.3850957751274109,0.3470920920372009,0.01,125,adamW
188,252,425,0.86,8,58,0.000037,0.0000032,252.0,425.0,0.9994626045227051,8.0,58.0,9.999999717180685e-10,0.3070494830608368,0.34710463881492615,0.01,132,adamW
124,419,223,0.59,7,4599,0.00000055,0.00023,419.0,223.0,0.6615208387374878,7.0,4599.0,0.2553141713142395,0.6137468218803406,0.3473246395587921,0.01,247,adamW
0,84,415,0.27,7,3265,0.000000021,0.00011,84.0,415.0,0.5321443676948547,7.0,3265.0,0.14277103543281555,0.33965304493904114,0.34808388352394104,0.01,145,adamW
5,80,186,0.81,8,4939,0.019,0.0038,80.0,186.0,0.9799343943595886,8.0,4908.0,0.12457052618265152,0.09645238518714905,0.35009077191352844,0.01,122,adamW
17,446,69,0.5,8,3396,0.057,0.00075,446.0,69.0,0.8080866932868958,8.0,3396.0,0.15459208190441132,0.328901469707489,0.3506639003753662,0.01,168,adamW
116,149,382,0.096,10,5805,0.26,0.0000018,149.0,382.0,0.5331689119338989,10.0,5705.0,0.18051402270793915,0.5665042996406555,0.3537852466106415,0.01,202,adamW
161,246,188,0.65,7,6800,0.015,0.0088,246.0,188.0,0.9142893552780151,7.0,6700.0,0.37860915064811707,0.6356943249702454,0.3550993800163269,0.01,163,adamW
86,96,442,0.72,6,761,0.03,0.0000000026,96.0,442.0,0.6736849546432495,6.0,761.0,9.999999717180685e-10,9.999999717180685e-10,0.3562714457511902,0.01,111,adamW
61,457,198,0.36,7,6253,0.0000084,0.0000016,457.0,198.0,0.4299953579902649,7.0,6153.0,0.17269892990589142,0.6866693496704102,0.35855039954185486,0.01,188,adamW
70,478,193,0.37,8,5184,0.0025,0.00033,478.0,193.0,0.4984634518623352,8.0,5084.0,0.2147900015115738,0.5789099931716919,0.35928672552108765,0.01,187,adamW
105,177,391,0.64,9,5330,0.000000035,0.000031,177.0,391.0,0.587591826915741,9.0,5230.0,0.17398494482040405,0.5638670325279236,0.36076053977012634,0.01,203,adamW
179,63,315,0.63,8,9662,0.0028,0.024,63.0,315.0,1.0,8.0,9562.0,0.34202736616134644,0.17701634764671326,0.36093366146087646,0.01,180,adamW
95,113,100,0.61,10,9185,0.095,0.0043,113.0,100.0,0.9182607531547546,10.0,9085.0,0.3042905926704407,0.505059003829956,0.3610958456993103,0.01,150,adamW
76,281,432,0.59,9,4640,0.0000034,0.000071,281.0,432.0,0.6657902002334595,9.0,4640.0,0.21436350047588348,0.5821844339370728,0.3618498742580414,0.01,196,adamW
64,498,272,0.83,11,6706,0.000000057,0.014,498.0,272.0,0.4674645662307739,11.0,6606.0,0.23582051694393158,0.7453723549842834,0.3632895052433014,0.01,282,adamW
185,50,319,0.41,7,5964,0.000025,0.0000000019,50.0,319.0,0.6341850757598877,7.0,5864.0,0.24222250282764435,0.3612074851989746,0.3633131682872772,0.01,154,adamW
67,102,62,0.97,6,9544,0.071,0.0000000051,102.0,62.0,1.0,6.0,9444.0,0.048740316182374954,0.47105592489242554,0.3633836805820465,0.01,176,adamW
30,283,479,0.76,11,2460,0.0000000054,0.0000000031,283.0,479.0,0.9938478469848633,11.0,2460.0,0.14051587879657745,0.06246649846434593,0.3636181354522705,0.01,140,adamW
19,171,484,0.52,6,3152,0.011,0.000000020,171.0,484.0,0.639729380607605,6.0,3152.0,0.20792457461357117,0.35506492853164673,0.3647668957710266,0.01,156,adamW
186,267,38,0.85,7,404,0.00039,0.00000027,267.0,38.0,0.8262560367584229,7.0,404.0,9.999999717180685e-10,9.999999717180685e-10,0.364817351102829,0.01,102,adamW
121,310,330,0.9,9,7591,0.0058,0.000054,310.0,330.0,0.9958162307739258,9.0,7491.0,0.4607139527797699,0.7238768339157104,0.3666418790817261,0.01,291,adamW
41,363,387,0.72,6,2609,0.000000049,0.036,363.0,387.0,0.968049168586731,6.0,2609.0,0.10244037955999374,0.37147748470306396,0.36848723888397217,0.01,149,adamW
74,203,408,0.68,8,4481,0.0000000098,0.0033,203.0,408.0,0.6833791136741638,8.0,4481.0,0.18927791714668274,0.5181402564048767,0.36978909373283386,0.01,168,adamW
165,33,73,0.089,8,829,0.0000000021,0.50,33.0,73.0,0.04363749176263809,8.0,829.0,0.00022166164126247168,0.12459158152341843,0.3704625964164734,0.01,153,adamW
60,145,402,0.99,11,598,0.0000000014,0.000000084,145.0,402.0,0.9918003082275391,11.0,598.0,9.999999717180685e-10,0.06184643879532814,0.37194353342056274,0.01,110,adamW
51,401,338,0.069,9,6903,0.000010,0.81,401.0,338.0,0.009999999776482582,9.0,6803.0,0.20773741602897644,0.9010329842567444,0.3737698197364807,0.01,159,adamW
163,353,136,0.77,6,6379,0.012,0.000024,353.0,136.0,0.9744966626167297,6.0,6279.0,0.2749408483505249,0.7036865949630737,0.376529723405838,0.01,301,adamW
18,297,492,0.75,6,2771,0.15,0.0000000055,297.0,492.0,0.968532383441925,6.0,2771.0,0.3078394830226898,0.00043729867320507765,0.3765850365161896,0.01,129,adamW
62,107,135,0.67,8,6325,0.0000000038,0.0000000089,107.0,135.0,0.9806497693061829,8.0,6225.0,0.1562192142009735,0.18536098301410675,0.3782815933227539,0.01,137,adamW
153,54,250,0.32,11,658,0.000000026,0.00000053,54.0,250.0,0.5529775023460388,11.0,658.0,9.999999717180685e-10,9.999999717180685e-10,0.38084009289741516,0.01,114,adamW
89,367,309,0.67,6,5660,0.000000091,0.0000041,367.0,309.0,0.9811303615570068,6.0,5560.0,0.3689999282360077,0.7166516780853271,0.38109180331230164,0.01,298,adamW
169,155,365,0.54,11,7680,0.0045,0.00000014,155.0,365.0,0.8405013084411621,11.0,7580.0,0.2294270098209381,0.592547595500946,0.3818238079547882,0.01,127,adamW
90,98,58,0.41,7,632,0.041,0.00054,98.0,58.0,0.44254934787750244,7.0,632.0,9.999999717180685e-10,9.999999717180685e-10,0.38528212904930115,0.01,106,adamW
195,57,359,0.40,7,541,0.020,0.02,57.0,359.0,0.513857901096344,7.0,541.0,9.999999717180685e-10,9.999999717180685e-10,0.38589373230934143,0.01,113,adamW
122,496,450,0.74,11,4806,0.00000091,0.000000039,496.0,450.0,0.8793877363204956,11.0,4806.0,0.2675538957118988,0.46898871660232544,0.3916654884815216,0.01,301,adamW
69,203,493,0.46,8,5576,0.000070,0.33,203.0,493.0,0.37916556000709534,8.0,5476.0,0.2106773853302002,0.7510133981704712,0.3919650912284851,0.01,131,adamW
26,476,440,0.85,7,6117,0.00000019,0.00014,476.0,440.0,0.9931910634040833,7.0,6017.0,0.46691980957984924,0.7064136862754822,0.40036529302597046,0.01,301,adamW
57,299,325,0.80,11,3611,0.00092,0.0000014,299.0,325.0,0.946286141872406,11.0,3611.0,0.15456049144268036,0.15839828550815582,0.40690457820892334,0.01,173,adamW
22,261,262,0.92,6,5867,0.0000000011,0.00070,261.0,262.0,0.9975505471229553,6.0,5767.0,0.17591150104999542,0.624151885509491,0.4103613495826721,0.01,133,adamW
16,491,459,0.24,6,258,0.00000014,0.072,491.0,459.0,0.623612105846405,6.0,258.0,9.999999717180685e-10,9.999999717180685e-10,0.41112691164016724,0.01,141,adamW
126,289,150,0.76,10,4331,0.00019,0.0061,289.0,150.0,0.8551439642906189,10.0,4331.0,0.13684873282909393,0.26539769768714905,0.41123056411743164,0.01,148,adamW
146,139,428,0.22,6,6535,0.0000024,0.00026,139.0,428.0,0.6612498164176941,6.0,6435.0,0.2642994225025177,0.6934597492218018,0.4112417697906494,0.01,184,adamW
7,87,475,0.57,11,5111,0.00000067,0.000000098,87.0,475.0,0.7462723851203918,11.0,5011.0,0.12710528075695038,0.1792369782924652,0.4135056138038635,0.01,201,adamW
72,328,344,0.26,10,4758,0.00000072,0.061,328.0,344.0,0.3411484956741333,10.0,4758.0,0.20325586199760437,0.5033977031707764,0.4178604185581207,0.01,137,adamW
110,211,46,0.14,8,7207,0.00013,0.000000021,211.0,46.0,0.4758474826812744,8.0,7107.0,0.19108089804649353,0.4655127227306366,0.42023178935050964,0.01,175,adamW
81,254,363,0.85,10,9733,0.055,0.000026,254.0,363.0,0.9993604421615601,10.0,9633.0,0.6451659202575684,0.6757112145423889,0.4242151379585266,0.01,301,adamW
63,108,389,0.19,6,6186,0.0000000013,0.00000034,108.0,389.0,0.6057300567626953,6.0,6086.0,0.20313815772533417,0.48679056763648987,0.4251360297203064,0.01,201,adamW
123,38,286,0.060,11,495,0.0038,0.027,38.0,286.0,0.3953591585159302,11.0,495.0,9.999999717180685e-10,9.999999717180685e-10,0.4277361333370209,0.01,119,adamW
20,321,128,0.35,9,6071,0.0000011,0.0000000069,321.0,128.0,0.5139768123626709,9.0,5971.0,0.18309196829795837,0.4760506749153137,0.429283082485199,0.01,201,adamW
80,127,181,0.081,9,319,0.59,0.00000020,127.0,181.0,0.44614842534065247,9.0,319.0,0.015975836664438248,9.999999717180685e-10,0.43196260929107666,0.01,165,adamW
170,227,165,0.88,10,5451,0.18,0.0000014,227.0,165.0,0.8565914034843445,10.0,5351.0,0.15346071124076843,0.24152162671089172,0.43210461735725403,0.01,122,adamW
25,239,200,0.87,6,7405,0.00018,0.0000033,239.0,200.0,1.0,6.0,7305.0,0.22954219579696655,0.6131986975669861,0.4375905692577362,0.01,168,adamW
171,287,64,0.62,10,7071,0.063,0.0000094,287.0,64.0,0.31128910183906555,10.0,6971.0,0.21220917999744415,0.43188047409057617,0.4432786703109741,0.01,175,adamW
10,411,228,0.55,7,8638,0.0000019,0.000051,411.0,228.0,0.8223527073860168,7.0,8538.0,0.12573060393333435,0.8099281787872314,0.449733704328537,0.01,199,adamW
11,408,213,0.43,8,7267,0.0000056,0.00000033,408.0,213.0,0.7804912328720093,8.0,7167.0,0.13071545958518982,0.7240132689476013,0.45212697982788086,0.01,301,adamW
100,152,419,0.49,11,207,0.0014,0.094,152.0,419.0,0.6580902934074402,11.0,207.0,9.999999717180685e-10,0.07848339527845383,0.4527253806591034,0.01,124,adamW
112,451,8,0.16,11,385,0.000000078,0.00051,451.0,8.0,0.36039507389068604,11.0,385.0,9.999999717180685e-10,9.999999717180685e-10,0.454398512840271,0.01,114,adamW
187,132,225,0.66,10,8571,0.016,0.0072,132.0,225.0,1.0,10.0,8471.0,0.23876133561134338,0.17803354561328888,0.4663361608982086,0.01,126,adamW
38,422,337,0.71,11,7649,0.0055,0.0000054,422.0,337.0,0.9065755605697632,11.0,7549.0,0.38004398345947266,0.5299343466758728,0.4837803244590759,0.01,174,adamW
