,Falciparum_MSP_Variants_init,Falciparum_Nonspecific_Types_init,MSP1_Merozoite_Kill_Fraction_init,Max_Individual_Infections_init,Falciparum_PfEMP1_Variants_init,Antigen_Switch_Rate_init,Nonspecific_Antigenicity_Factor_init,Falciparum_MSP_Variants_optim,Falciparum_Nonspecific_Types_optim,MSP1_Merozoite_Kill_Fraction_optim,Max_Individual_Infections_optim,Falciparum_PfEMP1_Variants_optim,Antigen_Switch_Rate_optim,Nonspecific_Antigenicity_Factor_optim,loss,lr,stop_epoch,optimizer
61,457,198,0.36,7,6253,0.0000084,0.0000016,454.0,198.0,1.0,7.0,5633.0,0.9744606614112854,0.8305569291114807,0.29582223296165466,0.1,119,adamW
53,376,164,0.61,6,2392,0.0000072,0.00092,376.0,164.0,0.9005724191665649,6.0,2192.0,0.6090564131736755,0.19227862358093262,0.2958306074142456,0.1,166,adamW
25,239,200,0.87,6,7405,0.00018,0.0000033,239.0,200.0,0.9986446499824524,6.0,6683.0,0.9900000095367432,0.7854524850845337,0.29607972502708435,0.1,121,adamW
147,471,81,0.77,6,4725,0.000027,0.000092,464.0,81.0,1.0,6.0,4270.0,0.9900000095367432,0.5727005004882812,0.2962539792060852,0.1,143,adamW
106,185,4,0.16,9,2576,0.00000025,0.037,185.0,4.0,0.009999999776482582,9.0,2341.0,0.4937478303909302,0.3201865255832672,0.2964966893196106,0.1,121,adamW
4,271,413,0.82,11,3452,0.024,0.00013,271.0,413.0,0.6228667497634888,11.0,3142.0,0.9900000095367432,0.4273121953010559,0.29650020599365234,0.1,129,adamW
32,51,210,0.13,10,2872,0.0013,0.000012,51.0,210.0,0.11589475721120834,10.0,2572.0,0.4676104187965393,0.30625876784324646,0.29717525839805603,0.1,133,adamW
157,427,122,0.69,11,5260,0.26,0.046,405.0,122.0,0.7007073760032654,11.0,4760.0,0.9900000095367432,0.6925901174545288,0.297355592250824,0.1,159,adamW
14,337,210,0.51,6,2815,0.000035,0.00010,337.0,210.0,0.6591439843177795,6.0,2515.0,0.6434083580970764,0.26505085825920105,0.29736095666885376,0.1,121,adamW
88,82,60,0.14,9,7198,0.61,0.000017,82.0,60.0,0.9829776883125305,9.0,6463.0,0.9900000095367432,0.4193834662437439,0.2977887988090515,0.1,136,adamW
36,75,267,0.83,10,1413,0.000030,0.99,75.0,267.0,0.7541530132293701,10.0,1313.0,9.999999717180685e-10,0.27909690141677856,0.2986460328102112,0.1,158,adamW
124,419,223,0.59,7,4599,0.00000055,0.00023,419.0,223.0,1.0,7.0,4168.0,0.9900000095367432,0.5417987704277039,0.29876261949539185,0.1,156,adamW
111,36,395,0.29,11,2987,0.005,0.00000071,36.0,395.0,0.010788625106215477,11.0,2687.0,0.7068727016448975,0.39063411951065063,0.2989770770072937,0.1,122,adamW
98,447,196,0.95,6,2923,0.00000059,0.0000021,444.0,196.0,0.9258739352226257,6.0,2623.0,0.6647000312805176,0.29397398233413696,0.29918739199638367,0.1,140,adamW
17,446,69,0.5,8,3396,0.057,0.00075,442.0,69.0,1.0,8.0,3096.0,0.8989455103874207,0.3693411946296692,0.3009304404258728,0.1,108,adamW
182,77,322,0.25,8,7345,0.0000000042,0.000000075,77.0,322.0,1.0,8.0,6616.0,0.9900000095367432,0.5115628242492676,0.3019510805606842,0.1,128,adamW
