,Falciparum_MSP_Variants_init,Falciparum_Nonspecific_Types_init,MSP1_Merozoite_Kill_Fraction_init,Max_Individual_Infections_init,Falciparum_PfEMP1_Variants_init,Antigen_Switch_Rate_init,Nonspecific_Antigenicity_Factor_init,Falciparum_MSP_Variants_optim,Falciparum_Nonspecific_Types_optim,MSP1_Merozoite_Kill_Fraction_optim,Max_Individual_Infections_optim,Falciparum_PfEMP1_Variants_optim,Antigen_Switch_Rate_optim,Nonspecific_Antigenicity_Factor_optim,loss,lr,stop_epoch,optimizer
94,47,169,0.46,7,3056,0.000000073,0.000000016,47.0,169.0,0.6012659668922424,7.0,3056.0,0.03905097022652626,0.2403670996427536,0.26581764221191406,0.01,146,adam
178,437,275,0.049,7,704,0.00032,0.72,437.0,275.0,0.5296063423156738,7.0,704.0,0.004887512419372797,0.4582775831222534,0.2705122232437134,0.01,147,adam
177,173,52,0.56,7,1082,0.0011,0.000000014,173.0,52.0,0.8430442214012146,7.0,1082.0,0.0031235807109624147,0.29171663522720337,0.2734924256801605,0.01,114,adam
13,221,49,0.98,8,5035,0.0000013,0.0000002,221.0,49.0,0.9877158403396606,8.0,5035.0,0.018939463421702385,0.4764419198036194,0.279766321182251,0.01,211,adam
132,20,422,0.6,7,1508,0.0000000012,0.18,20.0,422.0,0.39137113094329834,7.0,1508.0,0.006076036021113396,0.3475362956523895,0.2798277735710144,0.01,122,adam
45,344,21,0.93,9,9135,0.0000043,0.0054,344.0,21.0,0.8221845626831055,9.0,9135.0,0.04183031618595123,0.6119775772094727,0.280175119638443,0.01,177,adam
164,315,105,0.20,9,1156,0.000000010,0.12,315.0,105.0,0.7965442538261414,9.0,1156.0,9.999999717180685e-10,0.41048678755760193,0.28165051341056824,0.01,144,adam
120,136,79,0.41,6,930,0.00023,0.0019,136.0,79.0,0.8050156831741333,6.0,930.0,9.999999717180685e-10,0.2818479537963867,0.28168249130249023,0.01,106,adam
159,277,155,0.26,6,994,0.0018,0.0000000043,277.0,155.0,0.5100897550582886,6.0,994.0,0.002616330049932003,0.3372090756893158,0.28362295031547546,0.01,111,adam
15,9,174,0.95,7,3545,0.12,0.0000000063,9.0,174.0,0.6848375201225281,7.0,3545.0,0.34385544061660767,0.01113735418766737,0.28470170497894287,0.01,135,adam
133,434,176,0.12,9,2162,0.000001,0.010,434.0,176.0,0.14689438045024872,9.0,2162.0,0.05172603204846382,0.4020531177520752,0.29108521342277527,0.01,148,adam
109,28,18,0.8,8,3891,0.00057,0.85,28.0,18.0,0.4982620179653168,8.0,3891.0,0.01513872854411602,0.23173269629478455,0.29121559858322144,0.01,179,adam
85,21,241,0.44,8,1351,0.0036,0.00080,21.0,241.0,0.4466772973537445,8.0,1351.0,0.01917758211493492,0.04660000652074814,0.2917077839374542,0.01,135,adam
130,467,23,0.89,11,7451,0.00035,0.0000000087,467.0,23.0,0.5194157958030701,11.0,7451.0,0.052943479269742966,0.505070686340332,0.29187366366386414,0.01,191,adam
101,92,67,0.45,9,7750,0.83,0.00043,92.0,67.0,0.9976653456687927,9.0,7750.0,0.9900000095367432,0.422701358795166,0.29340416193008423,0.01,149,adam
32,51,210,0.13,10,2872,0.0013,0.000012,51.0,210.0,0.3751729726791382,10.0,2872.0,0.1155427023768425,0.2251124531030655,0.2945513129234314,0.01,159,adam
97,35,152,0.92,6,5799,0.78,0.000063,35.0,152.0,0.8910549283027649,6.0,5799.0,0.9900000095367432,0.2201419174671173,0.29460078477859497,0.01,132,adam
9,94,341,0.33,10,1672,0.10,0.0014,94.0,341.0,0.05072682350873947,10.0,1672.0,0.17882150411605835,0.2480325996875763,0.295030415058136,0.01,117,adam
106,185,4,0.16,9,2576,0.00000025,0.037,185.0,4.0,0.28877079486846924,9.0,2576.0,0.12612923979759216,0.3289327621459961,0.2950540781021118,0.01,163,adam
147,471,81,0.77,6,4725,0.000027,0.000092,471.0,81.0,1.0,6.0,4725.0,0.03904350847005844,0.5016118884086609,0.2970948815345764,0.01,170,adam
104,301,30,0.24,9,2098,0.00000043,0.0000029,301.0,30.0,0.4297104477882385,9.0,2098.0,0.07017609477043152,0.3326875567436218,0.29742392897605896,0.01,166,adam
84,407,230,0.78,7,128,0.0000032,0.033,407.0,230.0,0.8154891729354858,7.0,128.0,9.999999717180685e-10,0.35625341534614563,0.2976400852203369,0.01,147,adam
103,200,85,0.28,8,2345,0.31,0.0000026,200.0,85.0,0.6953116059303284,8.0,2345.0,0.055927012115716934,0.33421993255615234,0.2994704842567444,0.01,150,adam
39,231,411,0.48,9,1234,0.00000011,0.16,231.0,411.0,0.5578880906105042,9.0,1234.0,0.007597680669277906,0.4151197671890259,0.3002091348171234,0.01,115,adam
144,44,19,0.34,7,6020,0.22,0.28,44.0,19.0,0.4116266071796417,7.0,6020.0,0.05921781063079834,0.4689638018608093,0.30196255445480347,0.01,122,adam
173,59,42,0.053,9,5236,0.00048,0.00019,59.0,42.0,0.44414272904396057,9.0,5236.0,0.16684021055698395,0.3852185308933258,0.3026714026927948,0.01,175,adam
8,358,92,0.28,11,1945,0.00000023,0.015,358.0,92.0,0.5552368760108948,11.0,1945.0,0.0882938876748085,0.33082881569862366,0.3050394654273987,0.01,152,adam
190,186,299,0.66,10,4102,0.40,0.000011,186.0,299.0,1.0,10.0,4102.0,0.9604315757751465,0.5147606134414673,0.3050956428050995,0.01,169,adam
36,75,267,0.83,10,1413,0.000030,0.99,75.0,267.0,0.6144383549690247,10.0,1413.0,9.999999717180685e-10,0.2834579050540924,0.30624842643737793,0.01,193,adam
55,16,322,0.82,8,1744,0.000011,0.0000090,16.0,322.0,0.5054044127464294,8.0,1744.0,0.017957452684640884,0.016599422320723534,0.3078366816043854,0.01,167,adam
