,Falciparum_MSP_Variants_init,Falciparum_Nonspecific_Types_init,MSP1_Merozoite_Kill_Fraction_init,Max_Individual_Infections_init,Falciparum_PfEMP1_Variants_init,Antigen_Switch_Rate_init,Nonspecific_Antigenicity_Factor_init,Falciparum_MSP_Variants_optim,Falciparum_Nonspecific_Types_optim,MSP1_Merozoite_Kill_Fraction_optim,Max_Individual_Infections_optim,Falciparum_PfEMP1_Variants_optim,Antigen_Switch_Rate_optim,Nonspecific_Antigenicity_Factor_optim,loss,lr,stop_epoch,optimizer,ll
602,43,230,0.66,8,2418,1.7e-09,0.0033,43.0,230.0,0.2653864622116089,8.0,2418.0,0.4626284837722778,0.3109421133995056,0.2689014375209808,0.1,153,adam,23.24978152629198
603,439,28,0.41,11,1353,0.022,1e-06,439.0,28.0,0.838560163974762,11.0,1353.0,0.0410360768437385,0.303807258605957,0.2691767811775207,0.1,130,adam,25.500085120229173
604,103,151,0.79,7,1834,2.2e-05,2e-05,103.0,151.0,0.5452045202255249,7.0,1834.0,0.42416912317276,0.2008387744426727,0.269929438829422,0.1,128,adam,20.46992122131505
605,293,71,0.38,9,2131,0.047,8.3e-09,293.0,71.0,0.5385282635688782,9.0,2131.0,0.4466421604156494,0.3793014585971832,0.2699978649616241,0.1,119,adam,24.701278533925382
606,381,125,0.84,10,1907,0.0024,7.7e-06,381.0,125.0,0.7029581069946289,10.0,1907.0,0.4996332824230194,0.4417255520820617,0.2711434364318847,0.1,128,adam,24.295157912777398
607,314,349,0.18,11,1098,0.12,0.00046,314.0,349.0,0.839627206325531,11.0,1098.0,0.0973926857113838,0.4934353530406952,0.2725079357624054,0.1,108,adam,24.575642334230483
608,62,134,0.53,8,6019,7.9e-06,4.1e-08,62.0,134.0,0.9340949654579164,8.0,6019.0,0.0753650367259979,0.2910319566726684,0.2735194563865661,0.1,188,adam,21.773100772100072
609,80,172,0.25,9,8653,2.7e-07,0.00016,80.0,172.0,1.0,9.0,8653.0,0.1372913867235183,0.352194607257843,0.2737380266189575,0.1,182,adam,20.38998124345352
610,59,150,0.37,9,6596,1.5e-07,6.5e-09,59.0,150.0,0.9206084609031676,9.0,6596.0,0.0970139577984809,0.2959411144256592,0.2744436264038086,0.1,177,adam,19.22219487642284
611,194,214,0.58,8,2275,5e-07,2.5e-05,194.0,214.0,0.0887138620018959,8.0,2275.0,0.6336137652397156,0.4678973257541656,0.2769796252250671,0.1,149,adam,19.937615809696805
612,132,87,0.7,6,7968,2.7e-05,0.0063,132.0,87.0,1.0,6.0,7968.0,0.1300741881132125,0.5265135765075684,0.2795180082321167,0.1,123,adam,26.802132436184344
613,321,369,0.14,9,1615,0.0031,0.042,321.0,369.0,0.4623355865478515,9.0,1615.0,0.5467783808708191,0.5218130350112915,0.2797179222106933,0.1,117,adam,24.509972725288335
614,52,237,0.49,10,9191,1e-07,0.9,52.0,237.0,0.9542209506034852,10.0,9191.0,0.15089151263237,0.3463618457317352,0.2799934446811676,0.1,195,adam,16.251514287216143
615,87,463,0.23,11,2363,0.00014,0.0087,87.0,463.0,0.911512851715088,11.0,2363.0,0.5708235502243042,0.3327220976352691,0.2804076969623565,0.1,139,adam,18.28613215934996
616,364,31,0.96,8,2821,1.4e-06,0.00022,364.0,31.0,0.1955506801605224,8.0,2821.0,0.5270150899887085,0.5436164140701294,0.281620979309082,0.1,126,adam,24.878453338023032
617,37,320,0.86,7,3688,0.24,0.0024,37.0,320.0,0.8839160203933716,7.0,3688.0,0.1004501730203628,0.1852058619260788,0.282060831785202,0.1,146,adam,21.165549022584624
618,269,104,0.049,9,2626,7.2e-09,0.1,269.0,104.0,0.0099999997764825,9.0,2626.0,0.7447019815444946,0.5569204688072205,0.2821762859821319,0.1,124,adam,21.23985368815694
619,304,339,0.94,10,2042,0.0053,1.2e-05,304.0,339.0,0.1203890517354011,10.0,2042.0,0.5795426964759827,0.5470766425132751,0.285051167011261,0.1,110,adam,23.971001566302363
620,120,467,0.94,11,2907,0.0008,6.3e-06,120.0,467.0,0.097725823521614,11.0,2907.0,0.967748999595642,0.6576377749443054,0.2853286564350128,0.1,136,adam,25.406700538126476
621,376,444,0.11,9,1773,4.1e-09,8.2e-07,376.0,444.0,0.1812865287065506,9.0,1773.0,0.5072463154792786,0.5908404588699341,0.2854805588722229,0.1,125,adam,23.658255551020197
622,338,69,0.86,7,1285,0.0065,7.1e-08,338.0,69.0,0.7940284609794617,7.0,1285.0,0.4517032206058502,0.2829847037792206,0.2881345152854919,0.1,106,adam,14.051529159021745
623,467,61,0.98,6,3343,0.00012,5.5e-05,467.0,61.0,0.1638896018266677,6.0,3343.0,0.2983255684375763,0.6356950998306274,0.2882826030254364,0.1,116,adam,23.649300209663128
624,404,487,0.79,10,2578,0.001,3.3e-05,404.0,487.0,0.0099999997764825,10.0,2578.0,0.6321749091148376,0.7871655821800232,0.2903103530406952,0.1,127,adam,27.207623968868127
625,182,47,0.42,6,6461,0.44,0.12,182.0,47.0,1.0,6.0,6461.0,0.1252222061157226,0.5560221672058105,0.2955560088157654,0.1,138,adam,27.852026782654306
626,415,111,0.82,8,3022,3.1e-08,0.00086,415.0,111.0,0.1152234226465225,8.0,3022.0,0.6050403714179993,0.6541771292686462,0.2955793440341949,0.1,138,adam,27.41438270058603
627,430,492,0.19,11,3216,4.3e-08,0.00012,430.0,492.0,0.0099999997764825,11.0,3216.0,0.7422060966491699,0.8732362389564514,0.2964208126068115,0.1,121,adam,28.734856032184002
628,479,409,0.54,9,1471,0.0011,2e-07,479.0,409.0,0.4455311298370361,9.0,1471.0,0.4427064955234527,0.5538158416748047,0.2966668009757995,0.1,135,adam,15.953103304611108
629,310,79,0.97,7,4067,0.025,0.0014,310.0,79.0,0.0483563691377639,7.0,4067.0,0.120727315545082,0.6539199352264404,0.2970932722091675,0.1,139,adam,29.01363211800487
630,153,184,0.029,10,3412,0.14,7.1e-07,153.0,184.0,1.0,10.0,3412.0,0.1433076113462448,0.3993203639984131,0.3023998141288757,0.1,122,adam,28.808255118036257
631,126,165,0.16,11,3970,1.5e-06,1.6e-08,126.0,165.0,0.8460420370101929,11.0,3970.0,0.9900000095367432,0.4682915806770324,0.3028229773044586,0.1,122,adam,19.5984806794939
632,447,20,0.081,8,1504,7.2e-08,0.15,447.0,20.0,0.7892038226127625,8.0,1504.0,0.5165942907333374,0.3574877381324768,0.3033448457717895,0.1,115,adam,11.384177142702148
633,340,23,0.52,9,4526,8.3e-05,1.1e-07,340.0,23.0,0.221556082367897,9.0,4526.0,0.2316760867834091,0.608806848526001,0.3041659593582153,0.1,135,adam,28.530265519792895
634,393,221,1.0,10,3520,2.8e-06,3e-09,393.0,221.0,0.0099999997764825,10.0,3520.0,0.7243784070014954,0.7383530139923096,0.3072721064090729,0.1,121,adam,28.75414820272503
635,216,38,0.16,8,8006,0.0018,0.00099,216.0,38.0,1.0,8.0,8006.0,0.1160196959972381,0.6122435331344604,0.3075557351112366,0.1,172,adam,28.161274258974455
636,83,288,0.2,6,3170,0.00033,1.2e-08,83.0,288.0,1.0,6.0,3170.0,0.1359946876764297,0.3266220688819885,0.308464765548706,0.1,134,adam,22.570518138426742
637,210,189,0.92,9,987,2e-05,2.8e-05,210.0,189.0,0.9267063736915588,9.0,987.0,0.4339032471179962,0.0714809894561767,0.3090756237506866,0.1,127,adam,11.114723980711535
638,334,60,0.21,7,5344,0.085,0.016,334.0,60.0,0.0300547406077384,7.0,5344.0,0.0687608197331428,0.6815796494483948,0.3118007183074951,0.1,104,adam,27.289499399382493
639,3,385,0.75,9,9434,0.042,5.4e-07,3.0,385.0,0.8580570816993713,9.0,9434.0,0.1742577105760574,0.2897683978080749,0.3141187131404876,0.1,175,adam,5.535055838711674
640,25,96,0.43,9,4955,0.01,0.00038,25.0,96.0,0.7506965398788452,9.0,4955.0,0.790518045425415,0.3341824114322662,0.3144300878047943,0.1,125,adam,21.7288424823151
641,108,145,0.89,9,117,2.4e-06,0.00011,108.0,145.0,0.9996272921562196,9.0,117.0,9.999999717180683e-10,9.999999717180683e-10,0.3161675631999969,0.1,103,adam,-3.424841150514386
642,173,176,0.59,7,3877,0.0029,2e-06,173.0,176.0,1.0,7.0,3877.0,0.1618776023387909,0.5914419293403625,0.3163453936576843,0.1,112,adam,23.838116467985323
643,398,162,0.63,11,4470,4.9e-09,1.5e-05,398.0,162.0,0.0099999997764825,11.0,4470.0,0.6180602312088013,0.7543694376945496,0.3168575167655945,0.1,152,adam,29.191314030219218
644,68,310,0.14,9,7241,5.4e-09,4.3e-05,68.0,310.0,1.0,9.0,7241.0,0.1598892509937286,0.3975385427474975,0.3199556469917297,0.1,140,adam,24.727711194280385
645,31,364,0.5,7,7500,0.00067,1.7e-07,31.0,364.0,0.956940770149231,7.0,7500.0,0.1950109302997589,0.3372581601142883,0.3238554000854492,0.1,145,adam,15.856607577577524
646,459,136,0.51,8,4757,1.4e-08,1.5e-09,459.0,136.0,0.0656701847910881,8.0,4757.0,0.4088996052742004,0.7776276469230652,0.3261815905570984,0.1,121,adam,29.0773463953236
647,387,220,0.55,7,3712,2.2e-08,5.9e-06,387.0,220.0,0.0099999997764825,7.0,3712.0,0.2833628952503204,0.7580025792121887,0.3294602632522583,0.1,166,adam,29.023342131827036
648,481,8,0.74,11,9244,9.6e-06,0.4,481.0,8.0,0.1318157017230987,11.0,9244.0,0.1692885458469391,0.7857455015182495,0.3354748487472534,0.1,140,adam,26.54938095102958
649,258,127,0.46,11,5507,0.031,1.5e-08,258.0,127.0,1.0,11.0,5507.0,0.1917436271905899,0.6506849527359009,0.3365660309791565,0.1,117,adam,27.626405214525274
650,443,472,0.68,8,767,7.3e-06,2.9e-08,443.0,472.0,0.7047529816627502,8.0,767.0,0.5218324661254883,0.4657098352909088,0.3373844623565674,0.1,146,adam,-3.259517942136241
651,232,117,0.61,11,6803,2.2e-09,0.00064,232.0,117.0,1.0,11.0,6803.0,0.1580092459917068,0.6919454336166382,0.338901162147522,0.1,119,adam,26.433578755824406
652,199,110,0.6,10,6321,3.4e-09,2.8e-07,199.0,110.0,1.0,10.0,6321.0,0.3330049812793731,0.6450325846672058,0.3426179587841034,0.1,137,adam,27.6257099672993
653,138,198,0.36,8,8788,2.5e-09,0.0043,138.0,198.0,1.0,8.0,8788.0,0.1864186227321624,0.6828070282936096,0.3428704440593719,0.1,155,adam,28.46520708374112
654,296,81,0.4,11,8826,1e-08,1.8e-09,296.0,81.0,1.0,11.0,8826.0,0.1838583052158355,0.7248325347900391,0.3498968482017517,0.1,130,adam,23.120977522945896
655,279,231,0.88,9,4636,0.0045,2.4e-08,279.0,231.0,0.0099999997764825,9.0,4636.0,0.2771653234958648,0.8382928967475891,0.3530438542366028,0.1,118,adam,22.08082020676114
656,30,206,0.61,10,569,1.2e-05,1.7e-06,30.0,206.0,0.4628894627094269,10.0,569.0,9.999999717180683e-10,9.999999717180683e-10,0.3604359626770019,0.1,116,adam,-46.158157553007484
657,429,95,0.3,6,9594,1.9e-07,0.015,429.0,95.0,0.0099999997764825,6.0,9594.0,0.0104671902954578,0.940522849559784,0.3702762722969055,0.1,171,adam,8.450693919016262
658,146,193,0.77,7,9769,0.00056,0.00017,146.0,193.0,1.0,7.0,9769.0,0.1828665137290954,0.6210283041000366,0.3774725198745727,0.1,186,adam,17.464640559997704
659,406,204,0.28,8,6116,0.075,0.28,406.0,204.0,0.0099999997764825,8.0,6116.0,0.3248998820781708,0.8837205767631531,0.3798123896121979,0.1,110,adam,24.901863579350888
660,424,43,0.72,6,9862,0.057,1.9e-09,424.0,43.0,1.0,6.0,9862.0,0.1290966868400573,0.8611059784889221,0.3818190395832062,0.1,157,adam,21.471142638734488
661,114,431,0.71,10,634,5.5e-07,3.4e-06,114.0,431.0,0.3651040494441986,10.0,634.0,0.190943956375122,0.0145286116749048,0.3887872099876404,0.1,133,adam,-2.1470522865176678
662,14,158,0.34,8,827,5.2e-05,1.1e-09,14.0,158.0,0.1186920627951622,8.0,827.0,0.3504813313484192,9.999999717180683e-10,0.3909280002117157,0.1,124,adam,-7.951666559310117
663,142,269,0.83,7,7888,0.74,4.5e-07,142.0,269.0,1.0,7.0,7888.0,0.187981516122818,0.7300388813018799,0.3940032720565796,0.1,133,adam,25.43679338135482
664,162,254,0.34,6,5630,3.8e-07,2.4e-07,162.0,254.0,1.0,6.0,5630.0,0.2289190590381622,0.6893890500068665,0.3947189748287201,0.1,179,adam,20.757342392579606
665,239,305,0.64,10,5022,2e-06,0.046,239.0,305.0,0.0099999997764825,10.0,5022.0,0.6791885495185852,0.8548937439918518,0.400605708360672,0.1,150,adam,14.612927841680996
666,211,301,0.31,11,8505,1.6e-08,4.2e-09,211.0,301.0,1.0,11.0,8505.0,0.2355664223432541,0.8047735095024109,0.4197068512439728,0.1,133,adam,18.99905858008358
667,494,334,0.038,6,4886,1e-09,0.19,494.0,334.0,0.0099999997764825,6.0,4886.0,0.7781859636306763,0.9676031470298768,0.4212508797645569,0.1,118,adam,4.997361421666244
668,326,295,0.56,8,5222,1.3e-09,2.3e-06,326.0,295.0,0.0099999997764825,8.0,5222.0,0.4571435153484344,0.6950806379318237,0.4246097505092621,0.1,118,adam,5.745836578336578
669,499,376,0.29,6,5107,0.00021,0.057,499.0,376.0,0.0099999997764825,6.0,5107.0,0.2862240672111511,0.5872577428817749,0.4270429909229278,0.1,122,adam,1.9846502424581514
670,470,330,0.019,7,5944,0.62,0.34,470.0,330.0,0.0099999997764825,7.0,5944.0,0.3127166926860809,0.6088142991065979,0.4342969954013824,0.1,118,adam,-1.7511278117455673
671,97,413,0.28,6,6234,3.9e-06,6.3e-09,97.0,413.0,1.0,6.0,6234.0,0.1833778619766235,0.5370232462882996,0.4354912340641022,0.1,181,adam,13.890398794811585
672,225,318,0.093,6,4322,0.012,0.79,225.0,318.0,0.0099999997764825,6.0,4322.0,0.1131264865398407,0.6075424551963806,0.4366889595985412,0.1,113,adam,-8.131392871052416
673,159,479,0.073,6,450,0.019,0.00026,159.0,479.0,0.0099999997764825,6.0,450.0,0.1757472902536392,9.999999717180683e-10,0.4413633346557617,0.1,124,adam,-15.000957457973037
674,282,280,0.11,11,8154,5.6e-08,1e-05,282.0,280.0,1.0,11.0,8154.0,0.2601917088031769,0.8727198839187622,0.4445012211799621,0.1,143,adam,18.82663391872871
675,74,447,0.4,7,9042,0.17,0.16,74.0,447.0,1.0,7.0,9042.0,0.2463854551315307,0.5109816789627075,0.4451727271080017,0.1,142,adam,11.814392931477332
676,487,429,0.63,7,4214,0.22,0.0051,487.0,429.0,0.0099999997764825,7.0,4214.0,0.7048922181129456,0.390960156917572,0.4497974514961242,0.1,110,adam,-61.023793765981274
677,348,456,0.83,10,4133,0.38,0.0026,348.0,456.0,0.0099999997764825,10.0,4133.0,0.7112970352172852,0.3974413275718689,0.4512224495410919,0.1,132,adam,-80.59444417505085
678,245,259,0.47,7,8398,3.6e-05,0.022,245.0,259.0,1.0,7.0,8398.0,0.1891425251960754,0.6508378386497498,0.4694911241531372,0.1,157,adam,9.879924048830818
679,175,343,0.81,9,7620,0.00028,0.00049,175.0,343.0,1.0,9.0,7620.0,0.3576483428478241,0.5617853403091431,0.4705949127674103,0.1,104,adam,8.074524928460285
680,356,243,0.72,7,8968,9.7e-05,0.07,356.0,243.0,0.0099999997764825,7.0,8968.0,0.1928957998752594,0.8239622116088867,0.4859868288040161,0.1,154,adam,5.500890471687222
681,165,394,0.88,9,9387,6.9e-05,3.9e-07,165.0,394.0,1.0,9.0,9387.0,0.2222349643707275,0.7250953316688538,0.4883231520652771,0.1,104,adam,11.337631313992047
682,262,285,0.25,8,5779,0.92,0.0013,262.0,285.0,0.0099999997764825,8.0,5779.0,0.9900000095367432,0.4298349022865295,0.4985105991363525,0.1,121,adam,-77.94019217466011
683,253,247,0.05,6,330,0.013,5.1e-09,253.0,247.0,0.0099999997764825,6.0,330.0,9.999999717180683e-10,9.999999717180683e-10,0.4998483657836914,0.1,105,adam,-95.16932091010682
684,202,402,0.57,6,2,7.2e-07,1.9e-08,202.0,402.0,0.4152362942695617,6.0,3.0,9.999999717180683e-10,9.999999717180683e-10,0.5005072951316833,0.1,124,adam,-47.39839542460336
685,354,383,0.76,10,8408,4.3e-05,0.012,354.0,383.0,0.0099999997764825,10.0,8408.0,0.3829139471054077,0.7808069586753845,0.5091978907585144,0.1,160,adam,-0.8349695518458273
686,271,450,0.78,10,6963,9.7e-09,2.7e-09,271.0,450.0,0.0099999997764825,10.0,6963.0,0.7047692537307739,0.8233047723770142,0.5098856687545776,0.1,124,adam,-4.461563398603407
687,450,480,0.66,8,7030,0.0083,2.8e-06,450.0,480.0,0.0099999997764825,8.0,7030.0,0.9900000095367432,0.4749883115291595,0.5241525173187256,0.1,127,adam,-63.32202849165597
688,460,424,0.93,6,7163,2.7e-07,0.032,460.0,424.0,0.0099999997764825,6.0,7163.0,0.5962587594985962,0.5168704390525818,0.527298092842102,0.1,134,adam,-37.905784057648816
689,185,355,0.32,11,7423,1.3e-07,4.4e-08,185.0,355.0,0.1247332245111465,11.0,7423.0,0.9900000095367432,0.4287477731704712,0.5273145437240601,0.1,134,adam,-82.55497521478082
690,372,272,0.13,6,8258,0.00043,5.6e-08,372.0,272.0,1.0,6.0,8258.0,0.23549784719944,0.8198581337928772,0.5290157794952393,0.1,148,adam,8.717268665293137
691,367,292,0.91,8,9914,0.35,1.2e-06,367.0,292.0,1.0,8.0,9914.0,0.2591724097728729,0.8300119638442993,0.5367841124534607,0.1,117,adam,7.591614414769085
692,289,372,0.063,7,6793,5.5e-06,0.56,289.0,372.0,0.0099999997764825,7.0,6793.0,0.8565101623535156,0.4810114800930023,0.540421187877655,0.1,131,adam,-62.99119007704999
693,221,435,0.26,11,7320,9.6e-07,6.2e-05,221.0,435.0,0.1419066935777664,11.0,7320.0,0.9900000095367432,0.4319992065429687,0.542544424533844,0.1,165,adam,-82.76097013195192
694,412,398,0.48,10,9690,8e-07,0.0082,412.0,398.0,0.0099999997764825,10.0,9690.0,0.7782436013221741,0.7678743004798889,0.5506239533424377,0.1,152,adam,-0.05646331487354361
695,116,418,0.98,10,7748,4.6e-06,0.029,116.0,418.0,0.405631273984909,10.0,7748.0,0.8733588457107544,0.2972641885280609,0.5527505874633789,0.1,110,adam,-85.9123130461449
696,246,499,0.44,7,6669,3.7e-08,1.3e-07,246.0,499.0,0.0099999997764825,7.0,6669.0,0.9900000095367432,0.4249309599399566,0.5666437745094299,0.1,142,adam,-80.46904165408746
697,8,350,0.35,9,211,0.0002,4.1e-06,8.0,350.0,0.2993506193161011,9.0,211.0,0.1776922941207885,9.999999717180683e-10,0.8240445852279663,0.1,126,adam,-298.2380048358847
698,16,55,0.23,11,5848,2.4e-08,8.8e-08,16.0,55.0,0.0099999997764825,11.0,5848.0,9.999999717180683e-10,9.999999717180683e-10,1.0388634204864502,0.1,104,adam,-196.82496067787454
699,315,261,0.19,11,5446,0.0015,8.5e-05,315.0,261.0,0.0099999997764825,11.0,5446.0,9.999999717180683e-10,9.999999717180683e-10,1.0490329265594482,0.1,103,adam,-202.3186386656967
700,95,3,0.69,10,1159,1.6e-05,0.5,95.0,3.0,0.6665118336677551,10.0,1159.0,9.999999717180683e-10,0.3207182884216308,0.2240479588508606,0.01,144,adam,26.081042184335757
701,114,431,0.71,10,634,5.5e-07,3.4e-06,114.0,431.0,0.9766554236412048,10.0,634.0,0.0090136686339974,0.4315604865550995,0.2580397427082062,0.01,108,adam,26.234240227984802
702,210,189,0.92,9,987,2e-05,2.8e-05,210.0,189.0,0.9984225630760192,9.0,987.0,0.0127796689048409,0.24577596783638,0.2581175863742828,0.01,138,adam,26.777950318057282
703,25,96,0.43,9,4955,0.01,0.00038,25.0,96.0,0.6292760372161865,9.0,4955.0,0.098027653992176,0.2298527061939239,0.2673943936824798,0.01,151,adam,24.625712686132747
704,439,28,0.41,11,1353,0.022,1e-06,439.0,28.0,0.8184924125671387,11.0,1353.0,0.0415682420134544,0.3101086020469665,0.2685593962669372,0.01,143,adam,25.647757526911853
705,14,158,0.34,8,827,5.2e-05,1.1e-09,14.0,158.0,0.3474927842617035,8.0,827.0,0.0045937085524201,0.0771255120635032,0.2689305543899536,0.01,139,adam,21.32699413494394
706,103,151,0.79,7,1834,2.2e-05,2e-05,103.0,151.0,0.8514267206192017,7.0,1834.0,0.1031917855143547,0.1837649196386337,0.2690539956092834,0.01,125,adam,23.727702992777665
707,447,20,0.081,8,1504,7.2e-08,0.15,447.0,20.0,0.0099999997764825,8.0,1504.0,0.0154269374907016,0.3442246615886688,0.2703895568847656,0.01,142,adam,23.09844897692265
708,314,349,0.18,11,1098,0.12,0.00046,314.0,349.0,0.8790639042854309,11.0,1098.0,0.0949232280254364,0.5085846781730652,0.2706204652786255,0.01,196,adam,24.286667066138193
709,43,230,0.66,8,2418,1.7e-09,0.0033,43.0,230.0,0.7658528089523315,8.0,2418.0,0.0791974887251854,0.1630551666021347,0.2707929611206054,0.01,127,adam,24.419636479275102
710,293,71,0.38,9,2131,0.047,8.3e-09,293.0,71.0,0.8551146984100342,9.0,2131.0,0.1385695785284042,0.3081237375736236,0.2712602913379669,0.01,141,adam,22.944157957086716
711,338,69,0.86,7,1285,0.0065,7.1e-08,338.0,69.0,0.9176456928253174,7.0,1285.0,0.0295535922050476,0.2844929099082947,0.2726044058799743,0.01,144,adam,22.855497084608857
712,381,125,0.84,10,1907,0.0024,7.7e-06,381.0,125.0,0.8830650448799133,10.0,1907.0,0.13096684217453,0.4124037325382232,0.2735310792922973,0.01,156,adam,24.136933338274908
713,59,150,0.37,9,6596,1.5e-07,6.5e-09,59.0,150.0,0.90157949924469,9.0,6596.0,0.1033546477556228,0.3117417395114898,0.2737801074981689,0.01,201,adam,20.836497075525642
714,62,134,0.53,8,6019,7.9e-06,4.1e-08,62.0,134.0,0.9100722670555116,8.0,6019.0,0.0993365570902824,0.2776302993297577,0.2753839194774627,0.01,146,adam,20.468919866027903
715,48,12,0.45,8,2703,8.7e-08,0.0017,48.0,12.0,0.6007464528083801,8.0,2703.0,0.0892676711082458,0.1859418302774429,0.2763861119747162,0.01,156,adam,21.59663106333594
716,321,369,0.14,9,1615,0.0031,0.042,321.0,369.0,0.1183882355690002,9.0,1615.0,0.1222804263234138,0.5395534038543701,0.2767435014247894,0.01,176,adam,22.34107158978098
717,364,31,0.96,8,2821,1.4e-06,0.00022,364.0,31.0,0.8638055324554443,8.0,2821.0,0.1643572747707367,0.3995686769485473,0.2778015732765198,0.01,158,adam,23.683388549112312
718,132,87,0.7,6,7968,2.7e-05,0.0063,132.0,87.0,1.0,6.0,7968.0,0.1307025402784347,0.5347061157226562,0.2787706255912781,0.01,174,adam,26.817300676724148
719,52,237,0.49,10,9191,1e-07,0.9,52.0,237.0,0.9609777927398682,10.0,9191.0,0.1363042145967483,0.3437753915786743,0.2792261242866516,0.01,129,adam,14.875806273983693
720,80,172,0.25,9,8653,2.7e-07,0.00016,80.0,172.0,0.972829520702362,9.0,8653.0,0.1513499617576599,0.4766459465026855,0.2820543944835663,0.01,198,adam,24.321615631597545
721,37,320,0.86,7,3688,0.24,0.0024,37.0,320.0,0.8832598924636841,7.0,3688.0,0.1009110063314437,0.1856036335229873,0.2821171879768371,0.01,122,adam,21.19811560044351
722,481,8,0.74,11,9244,9.6e-06,0.4,481.0,8.0,0.0099999997764825,11.0,9244.0,0.0083041312173008,0.8322814702987671,0.2825114727020263,0.01,152,adam,26.425343491618364
723,479,409,0.54,9,1471,0.0011,2e-07,479.0,409.0,0.1370015442371368,9.0,1471.0,0.1091743409633636,0.6400009989738464,0.2826529145240783,0.01,189,adam,19.31565318161928
724,269,104,0.049,9,2626,7.2e-09,0.1,269.0,104.0,0.4365499019622803,9.0,2626.0,0.1440405845642089,0.4077076017856598,0.2828125655651092,0.01,146,adam,27.077366675604832
725,87,463,0.23,11,2363,0.00014,0.0087,87.0,463.0,0.8582923412322998,11.0,2363.0,0.1416425555944442,0.4516140818595886,0.2832851409912109,0.01,193,adam,26.71947966843716
726,376,444,0.11,9,1773,4.1e-09,8.2e-07,376.0,444.0,0.0959010124206543,9.0,1773.0,0.1640419065952301,0.6574921011924744,0.2849606573581695,0.01,216,adam,22.209811227408863
727,304,339,0.94,10,2042,0.0053,1.2e-05,304.0,339.0,0.4303313493728637,10.0,2042.0,0.1912290602922439,0.5039347410202026,0.2851741015911102,0.01,169,adam,26.096554874005726
728,194,214,0.58,8,2275,5e-07,2.5e-05,194.0,214.0,0.7563486099243164,8.0,2275.0,0.1358141154050827,0.3856754601001739,0.2865172922611236,0.01,156,adam,27.71946655815998
729,159,479,0.073,6,450,0.019,0.00026,159.0,479.0,0.3638955652713775,6.0,450.0,0.0133027639240026,0.441569447517395,0.287216454744339,0.01,110,adam,16.463462131479478
730,467,61,0.98,6,3343,0.00012,5.5e-05,467.0,61.0,0.7687894105911255,6.0,3343.0,0.103602334856987,0.5512340068817139,0.2897755801677704,0.01,197,adam,25.943015296110865
731,415,111,0.82,8,3022,3.1e-08,0.00086,415.0,111.0,0.8324257731437683,8.0,3022.0,0.1596233695745468,0.547724723815918,0.2981570065021515,0.01,192,adam,26.82307102815664
732,340,23,0.52,9,4526,8.3e-05,1.1e-07,340.0,23.0,0.8999466300010681,9.0,4526.0,0.1666081398725509,0.5144720077514648,0.3023787140846252,0.01,178,adam,28.32955758443097
733,334,60,0.21,7,5344,0.085,0.016,334.0,60.0,0.2047447711229324,7.0,5344.0,0.0241841319948434,0.5769951343536377,0.3102039396762848,0.01,201,adam,23.236261137933795
734,126,165,0.16,11,3970,1.5e-06,1.6e-08,126.0,165.0,0.595449686050415,11.0,3970.0,0.1549117714166641,0.498866468667984,0.3145169019699096,0.01,171,adam,25.90850122880513
735,108,145,0.89,9,117,2.4e-06,0.00011,108.0,145.0,0.9995614886283876,9.0,117.0,9.999999717180683e-10,9.999999717180683e-10,0.3161753416061401,0.01,110,adam,-3.378835675228359
736,3,385,0.75,9,9434,0.042,5.4e-07,3.0,385.0,0.843874990940094,9.0,9434.0,0.1060009971261024,0.1121473684906959,0.3165553212165832,0.01,128,adam,20.981492061278484
737,310,79,0.97,7,4067,0.025,0.0014,310.0,79.0,0.8620811104774475,7.0,4067.0,0.1117969825863838,0.5445030331611633,0.3177806138992309,0.01,191,adam,28.2133672389756
738,31,364,0.5,7,7500,0.00067,1.7e-07,31.0,364.0,0.9541465044021606,7.0,7500.0,0.1943861097097396,0.3357309103012085,0.3241451978683471,0.01,182,adam,16.309578215013335
739,83,288,0.2,6,3170,0.00033,1.2e-08,83.0,288.0,0.7695587277412415,6.0,3170.0,0.1309705227613449,0.4085741639137268,0.3266471326351166,0.01,178,adam,27.34079020127016
740,199,110,0.6,10,6321,3.4e-09,2.8e-07,199.0,110.0,1.0,10.0,6321.0,0.1436997801065445,0.5720940828323364,0.3332579135894775,0.01,241,adam,27.133850162891633
741,216,38,0.16,8,8006,0.0018,0.00099,216.0,38.0,0.5926726460456848,8.0,8006.0,0.0624831244349479,0.6111357808113098,0.346699059009552,0.01,201,adam,18.62410548302524
742,138,198,0.36,8,8788,2.5e-09,0.0043,138.0,198.0,1.0,8.0,8788.0,0.1738563925027847,0.6078367233276367,0.3524911403656006,0.01,191,adam,25.812979168215715
743,30,206,0.61,10,569,1.2e-05,1.7e-06,30.0,206.0,0.4646121859550476,10.0,569.0,9.999999717180683e-10,9.999999717180683e-10,0.3602838516235351,0.01,108,adam,-45.8864084771103
744,173,176,0.59,7,3877,0.0029,2e-06,173.0,176.0,0.4246275722980499,7.0,3877.0,0.0831803232431411,0.4470959007740021,0.3606719076633453,0.01,167,adam,14.800429057591273
